Date,HE,String,DA Price,RT Price
6/11/2023,9,4008,17.38,16.18
6/11/2023,10,4008,17.82,14.56
6/11/2023,11,4008,18.12,15.07
6/11/2023,12,4008,18.91,16.14
6/11/2023,13,4008,20.94,16.76
6/11/2023,14,4008,22.29,15.26
6/11/2023,15,4008,22.21,15.49
6/11/2023,16,4008,25.39,16.7
6/11/2023,17,4008,29.96,16.63
6/11/2023,18,4008,33.64,17.26
6/11/2023,19,4008,36.82,18.6
6/11/2023,20,4008,32.09,29.83
6/11/2023,21,4008,31.43,33.36
6/11/2023,22,4008,27.82,47.25
6/11/2023,23,4008,25.07,24.4
6/11/2023,24,4008,19.58,28.77
6/12/2023,1,4008,20.62,21.11
6/12/2023,2,4008,20.78,17.43
6/12/2023,3,4008,19.04,16.32
6/12/2023,4,4008,18.68,17.69
6/12/2023,5,4008,19.39,18.32
6/12/2023,6,4008,20.06,18.91
6/12/2023,7,4008,25.31,29.89
6/12/2023,8,4008,28.18,28.8
6/12/2023,9,4008,28.47,27.94
6/12/2023,10,4008,26.44,30.54
6/12/2023,11,4008,26.43,29.06
6/12/2023,12,4008,26.44,30.23
6/12/2023,13,4008,29.01,20.76
6/12/2023,14,4008,28.98,22.16
6/12/2023,15,4008,29.24,24.41
6/12/2023,16,4008,30.33,21.67
6/12/2023,17,4008,34.76,22.11
6/12/2023,18,4008,36.72,27.05
6/12/2023,19,4008,35.78,28.33
6/12/2023,20,4008,35.06,29.1
6/12/2023,21,4008,32.93,39.46
6/12/2023,22,4008,29.01,30.45
6/12/2023,23,4008,25.19,27.86
6/12/2023,24,4008,24.27,35.07
6/13/2023,1,4008,24.42,35.89
6/13/2023,2,4008,22.16,41.78
6/13/2023,3,4008,21.05,38.46
6/13/2023,4,4008,20.08,28.04
6/13/2023,5,4008,20.17,37.1
6/13/2023,6,4008,23.77,27.34
6/13/2023,7,4008,25.23,22.63
6/13/2023,8,4008,28.53,28.82
6/13/2023,9,4008,29.34,40.01
6/13/2023,10,4008,29.24,39.78
6/13/2023,11,4008,28.39,22.83
6/13/2023,12,4008,27.38,22.11
6/13/2023,13,4008,25.27,22.18
6/13/2023,14,4008,26.18,22.26
6/13/2023,15,4008,26.46,32.41
6/13/2023,16,4008,25.53,31.54
6/13/2023,17,4008,29.01,23.47
6/13/2023,18,4008,35.23,28.83
6/13/2023,19,4008,35.37,40.95
6/13/2023,20,4008,34.97,46.14
6/13/2023,21,4008,32.17,50.43
6/13/2023,22,4008,29.18,44.61
6/13/2023,23,4008,27.06,41.28
6/13/2023,24,4008,24.09,23.62
6/14/2023,1,4008,21.05,21.06
6/14/2023,2,4008,20.99,19.43
6/14/2023,3,4008,20.33,19.55
6/14/2023,4,4008,19.99,19.24
6/14/2023,5,4008,20.03,19.69
6/14/2023,6,4008,20.11,20.6
6/14/2023,7,4008,21.48,19.23
6/14/2023,8,4008,25.09,19.27
6/14/2023,9,4008,24.63,19.77
6/14/2023,10,4008,21.93,18.03
6/14/2023,11,4008,21.18,19.79
6/14/2023,12,4008,21.95,20.66
6/14/2023,13,4008,25.65,24.1
6/14/2023,14,4008,28.65,42.83
6/14/2023,15,4008,29.86,45.13
6/14/2023,16,4008,25.53,42.12
6/14/2023,17,4008,26.14,38.46
6/14/2023,18,4008,28.45,28.75
6/14/2023,19,4008,29.3,25.98
6/14/2023,20,4008,28.65,31.65
6/14/2023,21,4008,28.31,32.27
6/14/2023,22,4008,28.11,34.23
6/14/2023,23,4008,24.5,20.76
6/14/2023,24,4008,23.59,19.22
6/15/2023,1,4008,20.3,19.48
6/15/2023,2,4008,18.13,19.3
6/15/2023,3,4008,17.63,19.01
6/15/2023,4,4008,16.13,16.8
6/15/2023,5,4008,17.3,17.52
6/15/2023,6,4008,17.92,18.1
6/15/2023,7,4008,20.42,18.97
6/15/2023,8,4008,23.15,20.83
6/15/2023,9,4008,24.11,22.96
6/15/2023,10,4008,25.01,30.05
6/15/2023,11,4008,24.89,41.62
6/15/2023,12,4008,25,36.19
6/15/2023,13,4008,24.94,26.63
6/15/2023,14,4008,25.38,21.12
6/15/2023,15,4008,26.2,20.26
6/15/2023,16,4008,24.2,19.53
6/15/2023,17,4008,25.89,20.64
6/15/2023,18,4008,35.78,27.81
6/15/2023,19,4008,41.9,25.24
6/15/2023,20,4008,38.99,38.19
6/15/2023,21,4008,32.44,41.81
6/15/2023,22,4008,29.87,37.75
6/15/2023,23,4008,25.12,23.65
6/15/2023,24,4008,24.67,20.39
6/16/2023,1,4008,22.45,20.28
6/16/2023,2,4008,20.22,20
6/16/2023,3,4008,18.56,19.39
6/16/2023,4,4008,18.06,18.35
6/16/2023,5,4008,18.3,18.38
6/16/2023,6,4008,19.99,18.4
6/16/2023,7,4008,19.96,19.89
6/16/2023,8,4008,22.4,20.04
6/16/2023,9,4008,27.61,24.19
6/16/2023,10,4008,22.45,30.59
6/16/2023,11,4008,22.12,26.8
6/16/2023,12,4008,28.12,28.25
6/16/2023,13,4008,27.86,29.2
6/16/2023,14,4008,34.23,38.09
6/16/2023,15,4008,33.57,38.14
6/16/2023,16,4008,25.67,25.07
6/16/2023,17,4008,32.97,34.9
6/16/2023,18,4008,35.71,37.8
6/16/2023,19,4008,34.06,31.24
6/16/2023,20,4008,27.78,35.39
6/16/2023,21,4008,28.92,30.38
6/16/2023,22,4008,27.75,27.58
6/16/2023,23,4008,26.69,24.47
6/16/2023,24,4008,23.54,26.48
6/17/2023,1,4008,23.6,28.57
6/17/2023,2,4008,22.44,19.67
6/17/2023,3,4008,21.97,18.11
6/17/2023,4,4008,17.69,18.16
6/17/2023,5,4008,18.11,18.15
6/17/2023,6,4008,18.07,18.41
6/17/2023,7,4008,17.67,18.27
6/17/2023,8,4008,19.01,18.68
6/17/2023,9,4008,23.81,21.97
6/17/2023,10,4008,25.48,28.87
6/17/2023,11,4008,26.71,25.1
6/17/2023,12,4008,27.66,21.38
6/17/2023,13,4008,27.49,22.35
6/17/2023,14,4008,25.98,18.85
6/17/2023,15,4008,23,18.84
6/17/2023,16,4008,25.09,18.07
6/17/2023,17,4008,23.01,19.62
6/17/2023,18,4008,27.03,19.93
6/17/2023,19,4008,30.83,20.84
6/17/2023,20,4008,25.6,17.83
6/17/2023,21,4008,24.66,22.49
6/17/2023,22,4008,20.85,19.76
6/17/2023,23,4008,20.96,16.75
6/17/2023,24,4008,17.79,16.37
6/18/2023,1,4008,18.25,15.45
6/18/2023,2,4008,16.5,14.8
6/18/2023,3,4008,15.84,14.6
6/18/2023,4,4008,16.33,14.02
6/18/2023,5,4008,16.8,14.28
6/18/2023,6,4008,16.34,14.24
6/18/2023,7,4008,16.15,14.21
6/18/2023,8,4008,16.63,14.31
6/18/2023,9,4008,16.73,2.83
6/18/2023,10,4008,19.1,13.77
6/18/2023,11,4008,20.16,15.04
6/18/2023,12,4008,20.83,15.25
6/18/2023,13,4008,19.32,15.65
6/18/2023,14,4008,19.2,15.28
6/18/2023,15,4008,16.57,15.55
6/18/2023,16,4008,18.57,15.96
6/18/2023,17,4008,21.95,18.06
6/18/2023,18,4008,32.69,23.89
6/18/2023,19,4008,31.99,23.86
6/18/2023,20,4008,31.92,22.98
6/18/2023,21,4008,30.57,23.8
6/18/2023,22,4008,33.77,23.84
6/18/2023,23,4008,24.81,20.33
6/18/2023,24,4008,19.82,15.82
6/19/2023,1,4008,16.08,15.68
6/19/2023,2,4008,16.79,15.18
6/19/2023,3,4008,15.43,16.89
6/19/2023,4,4008,15.27,16.81
6/19/2023,5,4008,15.22,16.22
6/19/2023,6,4008,16.01,16.74
6/19/2023,7,4008,18.13,18
6/19/2023,8,4008,19.7,17.9
6/19/2023,9,4008,22.12,17.72
6/19/2023,10,4008,21.27,18.94
6/19/2023,11,4008,23.68,31.11
6/19/2023,12,4008,22.14,34.64
6/19/2023,13,4008,22.91,33.59
6/19/2023,14,4008,24.04,40.45
6/19/2023,15,4008,24.78,32.95
6/19/2023,16,4008,23.54,21.32
6/19/2023,17,4008,24.8,30.75
6/19/2023,18,4008,33.62,47.68
6/19/2023,19,4008,33.97,45.83
6/19/2023,20,4008,35.62,42.01
6/19/2023,21,4008,32.38,46.15
6/19/2023,22,4008,32.05,36.56
6/19/2023,23,4008,20.46,29.74
6/19/2023,24,4008,20.28,24.84
6/20/2023,1,4008,21.54,28.47
6/20/2023,2,4008,18.09,22
6/20/2023,3,4008,16.67,19.67
6/20/2023,4,4008,16.6,20.72
6/20/2023,5,4008,16.56,21.4
6/20/2023,6,4008,16.83,20.18
6/20/2023,7,4008,21.77,24.89
6/20/2023,8,4008,23.49,37.31
6/20/2023,9,4008,25.14,22.32
6/20/2023,10,4008,25.75,20.55
6/20/2023,11,4008,21.62,20.72
6/20/2023,12,4008,20.16,23.28
6/20/2023,13,4008,22.7,36.19
6/20/2023,14,4008,23.65,30.95
6/20/2023,15,4008,21.94,29.01
6/20/2023,16,4008,19.58,29.54
6/20/2023,17,4008,25.09,29.15
6/20/2023,18,4008,33.06,32.5
6/20/2023,19,4008,33.5,37.28
6/20/2023,20,4008,33.35,39.57
6/20/2023,21,4008,29.02,37.66
6/20/2023,22,4008,29.01,34.01
6/20/2023,23,4008,22.74,30.13
6/20/2023,24,4008,21.07,20.06
6/21/2023,1,4008,23.23,28.8
6/21/2023,2,4008,21.42,20.91
6/21/2023,3,4008,21.32,21.03
6/21/2023,4,4008,20.73,19.19
6/21/2023,5,4008,20.93,20.72
6/21/2023,6,4008,22.45,20.57
6/21/2023,7,4008,29.11,22.52
6/21/2023,8,4008,34.55,21.84
6/21/2023,9,4008,30.67,21.25
6/21/2023,10,4008,21.35,20.88
6/21/2023,11,4008,24.42,21.84
6/21/2023,12,4008,26.16,33.34
6/21/2023,13,4008,25.64,37.94
6/21/2023,14,4008,27.02,23.32
6/21/2023,15,4008,25.07,21.45
6/21/2023,16,4008,24.1,20.57
6/21/2023,17,4008,30.5,20.53
6/21/2023,18,4008,33.4,24.91
6/21/2023,19,4008,34.34,30.89
6/21/2023,20,4008,34.12,35.76
6/21/2023,21,4008,32.26,40
6/21/2023,22,4008,28.4,30.03
6/21/2023,23,4008,23.51,20.57
6/21/2023,24,4008,22.25,19.1
6/22/2023,1,4008,21.07,20.99
6/22/2023,2,4008,20.08,19.77
6/22/2023,3,4008,19.35,19.14
6/22/2023,4,4008,17.67,18.13
6/22/2023,5,4008,19,19.59
6/22/2023,6,4008,21.02,17.9
6/22/2023,7,4008,20.34,18.11
6/22/2023,8,4008,25.29,19.73
6/22/2023,9,4008,26.32,19.33
6/22/2023,10,4008,26.43,20.1
6/22/2023,11,4008,23.84,20.8
6/22/2023,12,4008,25.8,20.69
6/22/2023,13,4008,25.91,19.07
6/22/2023,14,4008,27.73,17.51
6/22/2023,15,4008,25.56,18.89
6/22/2023,16,4008,24.12,18.51
6/22/2023,17,4008,23.01,27.78
6/22/2023,18,4008,26.36,43.68
6/22/2023,19,4008,28.12,49.71
6/22/2023,20,4008,29.6,57.5
6/22/2023,21,4008,28.67,48.94
6/22/2023,22,4008,29.2,47.32
6/22/2023,23,4008,25.46,44.41
6/22/2023,24,4008,20.29,24.51
6/23/2023,1,4008,22.86,27.25
6/23/2023,2,4008,22.8,32.08
6/23/2023,3,4008,22.2,29.25
6/23/2023,4,4008,21.8,27.19
6/23/2023,5,4008,21.84,27.62
6/23/2023,6,4008,22.58,30.06
6/23/2023,7,4008,21.62,26.74
6/23/2023,8,4008,26.79,36.48
6/23/2023,9,4008,45.37,42.28
6/23/2023,10,4008,38.89,32.34
6/23/2023,11,4008,45.93,40.99
6/23/2023,12,4008,46.3,46.66
6/23/2023,13,4008,43.62,50.6
6/23/2023,14,4008,46.33,68.56
6/23/2023,15,4008,46.34,82.96
6/23/2023,16,4008,41.26,48.09
6/23/2023,17,4008,45.78,62.51
6/23/2023,18,4008,46.45,93.72
6/23/2023,19,4008,47.28,81.91
6/23/2023,20,4008,47,84.88
6/23/2023,21,4008,49.25,83.2
6/23/2023,22,4008,46.37,87.72
6/23/2023,23,4008,46.29,83.84
6/23/2023,24,4008,45.17,44.07
6/24/2023,1,4008,39.92,60.52
6/24/2023,2,4008,42.52,38.72
6/24/2023,3,4008,42.81,34.64
6/24/2023,4,4008,39.47,47.49
6/24/2023,5,4008,42.21,51.22
6/24/2023,6,4008,42.42,52.52
6/24/2023,7,4008,39.79,47.51
6/24/2023,8,4008,38.73,47.82
6/24/2023,9,4008,38.38,37.89
6/24/2023,10,4008,42.9,35.47
6/24/2023,11,4008,46.29,39.46
6/24/2023,12,4008,47.67,38.87
6/24/2023,13,4008,48.5,35.79
6/24/2023,14,4008,46.06,37.37
6/24/2023,15,4008,44.09,38.37
6/24/2023,16,4008,44.68,38.17
6/24/2023,17,4008,46,39.47
6/24/2023,18,4008,50.12,40.81
6/24/2023,19,4008,55.8,38.79
6/24/2023,20,4008,48.31,80.48
6/24/2023,21,4008,45.68,114.51
6/24/2023,22,4008,48.94,57.8
6/24/2023,23,4008,48.77,47.98
6/24/2023,24,4008,48.25,43
6/25/2023,1,4008,46.39,42.81
6/25/2023,2,4008,46.17,41.99
6/25/2023,3,4008,44.77,40.3
6/25/2023,4,4008,45.24,36.35
6/25/2023,5,4008,45.02,34
6/25/2023,6,4008,43.27,33.17
6/25/2023,7,4008,43.14,33.29
6/25/2023,8,4008,42.97,38.03
6/25/2023,9,4008,45.02,33.78
6/25/2023,10,4008,40.47,39.87
6/25/2023,11,4008,45.31,42.56
6/25/2023,12,4008,46.47,41.4
6/25/2023,13,4008,51.02,43.57
6/25/2023,14,4008,57.04,48.88
6/25/2023,15,4008,58.84,56.86
6/25/2023,16,4008,68.15,76.98
6/25/2023,17,4008,73.64,69.14
6/25/2023,18,4008,77.82,84.54
6/25/2023,19,4008,79.61,98.82
6/25/2023,20,4008,75.84,108.93
6/25/2023,21,4008,76.57,105.21
6/25/2023,22,4008,70.58,97.01
6/25/2023,23,4008,49.72,85.36
6/25/2023,24,4008,49.92,68.63
6/26/2023,1,4008,52.49,100.52
6/26/2023,2,4008,49.64,98.47
6/26/2023,3,4008,49.67,83.13
6/26/2023,4,4008,47,54.94
6/26/2023,5,4008,48.82,51.78
6/26/2023,6,4008,52.96,83.82
6/26/2023,7,4008,49.75,52.71
6/26/2023,8,4008,60.82,55.55
6/26/2023,9,4008,65.76,97.17
6/26/2023,10,4008,71.58,75.95
6/26/2023,11,4008,61.16,49
6/26/2023,12,4008,65.35,50.77
6/26/2023,13,4008,65.18,52.42
6/26/2023,14,4008,71.22,67.75
6/26/2023,15,4008,71.16,130.55
6/26/2023,16,4008,70.62,145.83
6/26/2023,17,4008,80.15,295.74
6/26/2023,18,4008,77.13,281.72
6/26/2023,19,4008,78.97,262.09
6/26/2023,20,4008,81.77,269.31
6/26/2023,21,4008,75.58,291.75
6/26/2023,22,4008,67.28,289.29
6/26/2023,23,4008,56.45,266.02
6/26/2023,24,4008,53.51,103.53
6/27/2023,1,4008,62.11,113.17
6/27/2023,2,4008,63.1,80.46
6/27/2023,3,4008,55.93,85.02
6/27/2023,4,4008,56.19,60.66
6/27/2023,5,4008,56.01,48.33
6/27/2023,6,4008,56.02,50.26
6/27/2023,7,4008,55.75,56.6
6/27/2023,8,4008,64.35,93.39
6/27/2023,9,4008,72.51,112.09
6/27/2023,10,4008,74.81,139.68
6/27/2023,11,4008,68.98,136.59
6/27/2023,12,4008,62.49,74.57
6/27/2023,13,4008,58.45,54.16
6/27/2023,14,4008,60.11,53.8
6/27/2023,15,4008,61.84,50.9
6/27/2023,16,4008,56.92,50.43
6/27/2023,17,4008,60.91,48.81
6/27/2023,18,4008,75.43,48.35
6/27/2023,19,4008,67.48,49.88
6/27/2023,20,4008,76.84,54.16
6/27/2023,21,4008,72,50.69
6/27/2023,22,4008,58.5,44.66
6/27/2023,23,4008,57.44,43.24
6/27/2023,24,4008,55.54,47.44
6/28/2023,1,4008,66.02,57.26
6/28/2023,2,4008,66.38,48.83
6/28/2023,3,4008,59.96,38.4
6/28/2023,4,4008,54.45,40.38
6/28/2023,5,4008,55.06,41.89
6/28/2023,6,4008,63.21,40.12
6/28/2023,7,4008,58.58,41.97
6/28/2023,8,4008,62.67,49.74
6/28/2023,9,4008,63.02,48.62
6/28/2023,10,4008,66.8,52.35
6/28/2023,11,4008,63.35,57.71
6/28/2023,12,4008,65.19,58.94
6/28/2023,13,4008,69.73,53.03
6/28/2023,14,4008,72.69,52.82
6/28/2023,15,4008,73.98,54.27
6/28/2023,16,4008,71.83,53.48
6/28/2023,17,4008,86.2,53.47
6/28/2023,18,4008,95.22,69.09
6/28/2023,19,4008,89.62,81.77
6/28/2023,20,4008,94.95,76.95
6/28/2023,21,4008,83.94,60.05
6/28/2023,22,4008,66.8,49.39
6/28/2023,23,4008,65.24,46.27
6/28/2023,24,4008,70.28,44.14
6/29/2023,1,4008,50.8,44.79
6/29/2023,2,4008,50.95,44.45
6/29/2023,3,4008,47.89,38.92
6/29/2023,4,4008,46.25,38.3
6/29/2023,5,4008,46.89,36.29
6/29/2023,6,4008,49.15,37.45
6/29/2023,7,4008,51.52,42.02
6/29/2023,8,4008,55.77,42.09
6/29/2023,9,4008,58.4,49.14
6/29/2023,10,4008,53.52,45.09
6/29/2023,11,4008,54.02,48.48
6/29/2023,12,4008,57.25,48.82
6/29/2023,13,4008,57.47,47.32
6/29/2023,14,4008,52.2,45.39
6/29/2023,15,4008,51.41,44.42
6/29/2023,16,4008,54.15,44.2
6/29/2023,17,4008,62.28,44.11
6/29/2023,18,4008,76.97,44.45
6/29/2023,19,4008,81.13,45.69
6/29/2023,20,4008,76.18,60.88
6/29/2023,21,4008,58.95,61.02
6/29/2023,22,4008,56.12,67.81
6/29/2023,23,4008,55.74,53.67
6/29/2023,24,4008,55.83,46.71
6/30/2023,1,4008,46.24,56.81
6/30/2023,2,4008,45.27,35.43
6/30/2023,3,4008,43.79,33.29
6/30/2023,4,4008,40.46,30.19
6/30/2023,5,4008,40.31,27.24
6/30/2023,6,4008,37.74,27.31
6/30/2023,7,4008,42.51,33.52
6/30/2023,8,4008,45.39,30.87
6/30/2023,9,4008,46.39,28.85
6/30/2023,10,4008,41.56,29.66
6/30/2023,11,4008,37.63,32.32
6/30/2023,12,4008,36.15,53.47
6/30/2023,13,4008,42.11,45.52
6/30/2023,14,4008,45.94,37.27
6/30/2023,15,4008,46.4,34.95
6/30/2023,16,4008,46.19,33.81
6/30/2023,17,4008,51.44,34.13
6/30/2023,18,4008,56.22,33.88
6/30/2023,19,4008,56,35.82
6/30/2023,20,4008,51.36,50.84
6/30/2023,21,4008,46.18,51.43
6/30/2023,22,4008,41.61,45.14
6/30/2023,23,4008,37.93,36.77
6/30/2023,24,4008,39.31,38.37
5/1/2023,1,4008,25.08,19.11
5/1/2023,2,4008,20.98,19.04
5/1/2023,3,4008,20.94,18.27
5/1/2023,4,4008,21.03,16.6
5/1/2023,5,4008,22.09,16.3
5/1/2023,6,4008,25.83,15.55
5/1/2023,7,4008,43.95,14.96
5/1/2023,8,4008,52.59,19.43
5/1/2023,9,4008,41.63,46.69
5/1/2023,10,4008,28.08,26.99
5/1/2023,11,4008,25.82,18.27
5/1/2023,12,4008,22.15,17.12
5/1/2023,13,4008,22.21,16.04
5/1/2023,14,4008,23.09,30.65
5/1/2023,15,4008,22.47,30.92
5/1/2023,16,4008,25.79,16.18
5/1/2023,17,4008,29.19,17.17
5/1/2023,18,4008,37.12,20.35
5/1/2023,19,4008,43.42,25.09
5/1/2023,20,4008,44.9,24.88
5/1/2023,21,4008,43.47,26.67
5/1/2023,22,4008,44.8,30.27
5/1/2023,23,4008,28.25,23.27
5/1/2023,24,4008,24.98,24.23
5/2/2023,1,4008,22,36.11
5/2/2023,2,4008,24.07,23.8
5/2/2023,3,4008,22.65,28.69
5/2/2023,4,4008,22.89,23.19
5/2/2023,5,4008,24.23,22.36
5/2/2023,6,4008,25.49,32.32
5/2/2023,7,4008,32.6,41.24
5/2/2023,8,4008,33.93,32.36
5/2/2023,9,4008,35.08,21.38
5/2/2023,10,4008,26.79,21.56
5/2/2023,11,4008,30.47,24.67
5/2/2023,12,4008,30.09,24.18
5/2/2023,13,4008,31.09,23.89
5/2/2023,14,4008,27.56,28.03
5/2/2023,15,4008,26.64,21.28
5/2/2023,16,4008,27.61,20.84
5/2/2023,17,4008,34.62,22.34
5/2/2023,18,4008,34.36,24.28
5/2/2023,19,4008,37.81,27.03
5/2/2023,20,4008,34.88,36.48
5/2/2023,21,4008,39.96,39.83
5/2/2023,22,4008,32.23,30.28
5/2/2023,23,4008,31.38,23.55
5/2/2023,24,4008,24.39,20.7
5/3/2023,1,4008,22.38,21.39
5/3/2023,2,4008,21.65,20.57
5/3/2023,3,4008,20.98,19.73
5/3/2023,4,4008,20.38,19.86
5/3/2023,5,4008,21.16,22.62
5/3/2023,6,4008,24.93,21.35
5/3/2023,7,4008,28.29,40.22
5/3/2023,8,4008,36.93,30.44
5/3/2023,9,4008,30.6,21.03
5/3/2023,10,4008,24.94,22.44
5/3/2023,11,4008,25.55,24
5/3/2023,12,4008,27.93,23.26
5/3/2023,13,4008,25.79,23.07
5/3/2023,14,4008,25.8,22.72
5/3/2023,15,4008,25.69,22.73
5/3/2023,16,4008,25.77,21.5
5/3/2023,17,4008,25.78,21.08
5/3/2023,18,4008,30.21,24.94
5/3/2023,19,4008,32.24,36.23
5/3/2023,20,4008,32.06,40.64
5/3/2023,21,4008,31.08,40.48
5/3/2023,22,4008,32.05,38.86
5/3/2023,23,4008,27.76,42.46
5/3/2023,24,4008,22.9,35.4
5/4/2023,1,4008,24.63,21.85
5/4/2023,2,4008,24.78,41.23
5/4/2023,3,4008,24.36,48.8
5/4/2023,4,4008,24.37,23.03
5/4/2023,5,4008,24.91,23.68
5/4/2023,6,4008,26.14,33.9
5/4/2023,7,4008,32.97,67.92
5/4/2023,8,4008,35.75,49.9
5/4/2023,9,4008,38.25,39.22
5/4/2023,10,4008,37.22,48.59
5/4/2023,11,4008,35.97,30.7
5/4/2023,12,4008,37.39,29.68
5/4/2023,13,4008,37.47,27.24
5/4/2023,14,4008,34.9,26.93
5/4/2023,15,4008,31.78,30.06
5/4/2023,16,4008,31.78,30.94
5/4/2023,17,4008,35.67,30.27
5/4/2023,18,4008,31.04,28.08
5/4/2023,19,4008,31.24,31.77
5/4/2023,20,4008,31.89,46.6
5/4/2023,21,4008,38.41,55.16
5/4/2023,22,4008,34.89,44.8
5/4/2023,23,4008,29.56,41.35
5/4/2023,24,4008,26.89,42.53
5/5/2023,1,4008,23.69,32.82
5/5/2023,2,4008,26.97,20.71
5/5/2023,3,4008,24.38,23.3
5/5/2023,4,4008,25.01,23.91
5/5/2023,5,4008,25.26,25.55
5/5/2023,6,4008,27.59,31.35
5/5/2023,7,4008,32.97,58.7
5/5/2023,8,4008,40.38,60.76
5/5/2023,9,4008,32.5,25.65
5/5/2023,10,4008,31.87,29.36
5/5/2023,11,4008,31.94,20.69
5/5/2023,12,4008,27.81,36.94
5/5/2023,13,4008,26.81,23.35
5/5/2023,14,4008,29.15,22.73
5/5/2023,15,4008,25.61,17.51
5/5/2023,16,4008,23.74,17.49
5/5/2023,17,4008,25.82,17.46
5/5/2023,18,4008,31.07,21.83
5/5/2023,19,4008,31.99,31.5
5/5/2023,20,4008,31.95,38.86
5/5/2023,21,4008,31.95,40.09
5/5/2023,22,4008,34.1,36.97
5/5/2023,23,4008,25.74,33.51
5/5/2023,24,4008,26.11,25.24
5/6/2023,1,4008,20.31,19.47
5/6/2023,2,4008,21.89,18.09
5/6/2023,3,4008,20.99,17.8
5/6/2023,4,4008,22.59,18.21
5/6/2023,5,4008,21.26,18.66
5/6/2023,6,4008,21.68,18.98
5/6/2023,7,4008,20.08,20.67
5/6/2023,8,4008,22.61,23.27
5/6/2023,9,4008,19.14,16.59
5/6/2023,10,4008,17.14,3.03
5/6/2023,11,4008,15.32,9.2
5/6/2023,12,4008,15.12,9.16
5/6/2023,13,4008,15.45,9.97
5/6/2023,14,4008,15,10.02
5/6/2023,15,4008,14.92,9.25
5/6/2023,16,4008,15.01,9.32
5/6/2023,17,4008,18.12,13.06
5/6/2023,18,4008,29.82,23.74
5/6/2023,19,4008,31.01,31.3
5/6/2023,20,4008,31.9,42.04
5/6/2023,21,4008,31.86,44.39
5/6/2023,22,4008,30.65,45.79
5/6/2023,23,4008,25.23,44.16
5/6/2023,24,4008,22.56,32.21
5/7/2023,1,4008,20.65,25.47
5/7/2023,2,4008,19.29,19.78
5/7/2023,3,4008,18.57,16.78
5/7/2023,4,4008,17.3,14.37
5/7/2023,5,4008,18.69,15.89
5/7/2023,6,4008,19.27,17.69
5/7/2023,7,4008,16.18,17.53
5/7/2023,8,4008,16.31,14.51
5/7/2023,9,4008,16.32,10.93
5/7/2023,10,4008,14.79,12.62
5/7/2023,11,4008,15.68,12.14
5/7/2023,12,4008,15.09,8.98
5/7/2023,13,4008,15.18,11.16
5/7/2023,14,4008,15.15,12.76
5/7/2023,15,4008,15.89,14.13
5/7/2023,16,4008,15.65,13.64
5/7/2023,17,4008,21.5,16.4
5/7/2023,18,4008,29.27,38.34
5/7/2023,19,4008,31.82,35.29
5/7/2023,20,4008,31.92,44.5
5/7/2023,21,4008,33.73,51.2
5/7/2023,22,4008,31.14,49.43
5/7/2023,23,4008,24.49,39.34
5/7/2023,24,4008,18.36,31.5
5/8/2023,1,4008,22.65,51.96
5/8/2023,2,4008,19.8,20.77
5/8/2023,3,4008,19.26,17.57
5/8/2023,4,4008,20.85,17.95
5/8/2023,5,4008,21.57,18.4
5/8/2023,6,4008,22.71,19.35
5/8/2023,7,4008,25.42,25.52
5/8/2023,8,4008,34.91,23.63
5/8/2023,9,4008,31.88,16.95
5/8/2023,10,4008,19.14,17.66
5/8/2023,11,4008,18.38,17.92
5/8/2023,12,4008,18.9,15.74
5/8/2023,13,4008,18.51,17.92
5/8/2023,14,4008,20.09,17.06
5/8/2023,15,4008,21.41,18.85
5/8/2023,16,4008,22.32,27.57
5/8/2023,17,4008,27.32,33.5
5/8/2023,18,4008,31.38,30.07
5/8/2023,19,4008,34.54,33.25
5/8/2023,20,4008,36.18,39.41
5/8/2023,21,4008,37.29,42.75
5/8/2023,22,4008,34.18,29.67
5/8/2023,23,4008,24.83,21.42
5/8/2023,24,4008,21.3,16.57
5/9/2023,1,4008,22.15,19.86
5/9/2023,2,4008,19.63,21.02
5/9/2023,3,4008,18.45,17.83
5/9/2023,4,4008,16.85,16.89
5/9/2023,5,4008,17.53,17.93
5/9/2023,6,4008,22.41,17.42
5/9/2023,7,4008,30.56,35.05
5/9/2023,8,4008,31.37,39.8
5/9/2023,9,4008,25.13,20.97
5/9/2023,10,4008,18.35,15.82
5/9/2023,11,4008,19.61,15.81
5/9/2023,12,4008,19.34,9.91
5/9/2023,13,4008,19.63,13.37
5/9/2023,14,4008,21.88,12.12
5/9/2023,15,4008,21.45,10.25
5/9/2023,16,4008,23.31,11.05
5/9/2023,17,4008,29.02,16.29
5/9/2023,18,4008,31.31,18.07
5/9/2023,19,4008,36.29,24.99
5/9/2023,20,4008,36.4,38.14
5/9/2023,21,4008,36.38,37.25
5/9/2023,22,4008,34.97,32.81
5/9/2023,23,4008,26.86,26.58
5/9/2023,24,4008,22.37,28.56
5/10/2023,1,4008,25.13,43.49
5/10/2023,2,4008,24.08,31.83
5/10/2023,3,4008,24.88,21.38
5/10/2023,4,4008,24.85,20.18
5/10/2023,5,4008,23.64,55.97
5/10/2023,6,4008,22.98,19.28
5/10/2023,7,4008,31.98,31
5/10/2023,8,4008,36.38,19.47
5/10/2023,9,4008,25.43,17.1
5/10/2023,10,4008,20.21,18.77
5/10/2023,11,4008,18.31,15.6
5/10/2023,12,4008,16.74,12.69
5/10/2023,13,4008,15.36,7.38
