Date,HE,RT Demand
10/30/2020,20,15100.42
10/30/2020,21,14541.35
10/30/2020,22,13785.46
10/30/2020,23,13022.6
10/30/2020,24,12248.23
10/31/2020,1,11390.82
10/31/2020,2,11296.41
10/31/2020,3,11331.24
10/31/2020,4,11287.22
10/31/2020,5,11404.94
10/31/2020,6,11652.33
10/31/2020,7,11926.18
10/31/2020,8,12678.42
10/31/2020,9,13305.38
10/31/2020,10,13395.48
10/31/2020,11,13156.84
10/31/2020,12,12674.4
10/31/2020,13,12096.72
10/31/2020,14,11604.26
10/31/2020,15,11372.58
10/31/2020,16,11659.5
10/31/2020,17,12522.47
10/31/2020,18,13510.07
10/31/2020,19,14073.93
10/31/2020,20,13827.94
10/31/2020,21,13448.46
10/31/2020,22,12915.67
10/31/2020,23,12200.55
10/31/2020,24,11479.42
11/1/2020,1,10915.42
11/1/2020,2,10829.4
11/1/2020,3,11119.81
11/1/2020,4,11135.86
11/1/2020,5,10966.81
11/1/2020,6,11030.94
11/1/2020,7,11262.19
11/1/2020,8,11451.03
11/1/2020,9,11865.21
11/1/2020,10,12117.14
11/1/2020,11,12346.36
11/1/2020,12,12432.7
11/1/2020,13,12587.09
11/1/2020,14,12910.17
11/1/2020,15,13259.23
11/1/2020,16,13542.7
11/1/2020,17,14267.26
11/1/2020,18,14681.96
11/1/2020,19,14206.52
11/1/2020,20,13517.24
11/1/2020,21,12992.32
11/1/2020,22,12178.94
11/1/2020,23,11317.27
11/1/2020,24,11001.8
11/2/2020,1,10720.25
11/2/2020,2,10497.11
11/2/2020,3,10652.48
11/2/2020,4,10708.17
11/2/2020,5,11007.77
11/2/2020,6,11839.89
11/2/2020,7,12637.83
11/2/2020,8,13366.76
11/2/2020,9,13351.67
11/2/2020,10,13370.05
11/2/2020,11,13468.3
11/2/2020,12,13528.64
11/2/2020,13,13516.84
11/2/2020,14,13285.91
11/2/2020,15,13390.17
11/2/2020,16,14098.64
11/2/2020,17,15276.43
11/2/2020,18,16323.71
11/2/2020,19,16010.8
11/2/2020,20,15409.91
11/2/2020,21,14614.27
11/2/2020,22,13669.7
11/2/2020,23,12609.16
11/2/2020,24,11736.35
11/3/2020,1,11544.53
11/3/2020,2,11305.94
11/3/2020,3,11126.09
11/3/2020,4,11116.71
11/3/2020,5,11436.89
11/3/2020,6,12066.05
11/3/2020,7,12999.96
11/3/2020,8,13799.33
11/3/2020,9,13715.14
11/3/2020,10,13391.11
11/3/2020,11,12954.86
11/3/2020,12,12635.56
11/3/2020,13,12550.18
11/3/2020,14,12889.45
11/3/2020,15,13172.54
11/3/2020,16,13934.76
11/3/2020,17,14970.17
11/3/2020,18,15965.46
11/3/2020,19,15774.3
11/3/2020,20,15201.34
11/3/2020,21,14507.72
11/3/2020,22,13684.59
11/3/2020,23,12708.14
11/3/2020,24,11886.41
11/4/2020,1,11531.61
11/4/2020,2,11430.08
11/4/2020,3,11507.38
11/4/2020,4,11455.33
11/4/2020,5,11479.89
11/4/2020,6,11908.98
11/4/2020,7,13166.3
11/4/2020,8,13815.29
11/4/2020,9,13343.05
11/4/2020,10,12676.09
11/4/2020,11,12233.66
11/4/2020,12,12477.97
11/4/2020,13,12474.16
11/4/2020,14,12680.93
11/4/2020,15,12805.26
11/4/2020,16,13437.56
11/4/2020,17,14266.96
11/4/2020,18,15321.85
11/4/2020,19,15024.54
11/4/2020,20,14366.25
11/4/2020,21,13609.25
11/4/2020,22,12666.79
11/4/2020,23,11878.5
11/4/2020,24,11414.13
11/5/2020,1,10716.61
11/5/2020,2,10389.14
11/5/2020,3,10234.15
11/5/2020,4,10249.88
11/5/2020,5,10555.5
11/5/2020,6,11335.68
11/5/2020,7,12155.89
11/5/2020,8,12725.28
11/5/2020,9,12496.08
11/5/2020,10,12039.41
11/5/2020,11,11773.42
11/5/2020,12,11912.15
11/5/2020,13,11978.8
11/5/2020,14,12041.85
11/5/2020,15,12540.66
11/5/2020,16,12988.6
11/5/2020,17,13868.12
11/5/2020,18,14787.87
11/5/2020,19,14503.51
11/5/2020,20,13871.81
11/5/2020,21,13165.4
11/5/2020,22,12263.88
11/5/2020,23,11434.53
11/5/2020,24,11150.25
11/6/2020,1,10886.32
11/6/2020,2,10504.7
11/6/2020,3,10061.81
11/6/2020,4,10010.81
11/6/2020,5,10153.16
11/6/2020,6,10453.47
11/6/2020,7,11474.38
11/6/2020,8,12317.02
11/6/2020,9,12470.74
11/6/2020,10,12016.6
11/6/2020,11,11530.46
11/6/2020,12,11324.75
11/6/2020,13,11332.57
11/6/2020,14,11646.83
11/6/2020,15,12124.52
11/6/2020,16,12751.56
11/6/2020,17,13442.28
11/6/2020,18,14232.49
11/6/2020,19,13874.12
11/6/2020,20,13260.22
11/6/2020,21,12599.4
11/6/2020,22,11875.1
11/6/2020,23,11020.76
11/6/2020,24,10210.45
11/7/2020,1,9653.77
11/7/2020,2,9447.08
11/7/2020,3,9334.25
11/7/2020,4,9498.56
11/7/2020,5,9625.28
11/7/2020,6,9770.46
11/7/2020,7,10307.25
11/7/2020,8,10379.54
11/7/2020,9,10382.25
11/7/2020,10,10245.7
11/7/2020,11,10416.93
11/7/2020,12,10373.95
11/7/2020,13,10479.44
11/7/2020,14,10689.64
11/7/2020,15,11017.84
11/7/2020,16,11660.65
11/7/2020,17,12546.34
11/7/2020,18,13387
11/7/2020,19,13098.71
11/7/2020,20,12548.56
11/7/2020,21,11908.58
11/7/2020,22,11324.2
11/7/2020,23,10815.2
11/7/2020,24,10141.98
11/8/2020,1,9594.85
11/8/2020,2,9291.32
11/8/2020,3,9326.89
11/8/2020,4,9256.52
11/8/2020,5,9331.28
11/8/2020,6,9603.45
11/8/2020,7,10041.4
11/8/2020,8,10181.87
11/8/2020,9,10172.13
11/8/2020,10,10179.37
11/8/2020,11,9716.29
11/8/2020,12,9803.92
11/8/2020,13,10012.95
11/8/2020,14,10322.41
11/8/2020,15,10877.07
11/8/2020,16,11750.99
11/8/2020,17,12774.98
11/8/2020,18,13766.36
11/8/2020,19,13459.16
11/8/2020,20,12860.35
11/8/2020,21,12190.12
11/8/2020,22,11433.72
11/8/2020,23,11017.29
11/8/2020,24,10492.77
11/9/2020,1,10095.06
11/9/2020,2,9815.92
11/9/2020,3,9934.91
11/9/2020,4,9844.22
11/9/2020,5,10078.03
11/9/2020,6,10779.11
11/9/2020,7,11605.53
11/9/2020,8,12282.67
11/9/2020,9,12062.86
11/9/2020,10,11598.3
11/9/2020,11,11469.76
11/9/2020,12,11458.86
11/9/2020,13,11625.2
11/9/2020,14,11966.05
11/9/2020,15,12472.19
11/9/2020,16,13137.64
11/9/2020,17,13921.88
11/9/2020,18,14886.34
11/9/2020,19,14520.15
11/9/2020,20,13835.15
11/9/2020,21,13004.71
11/9/2020,22,12092.35
11/9/2020,23,11097.95
11/9/2020,24,10425.76
11/10/2020,1,10189.37
11/10/2020,2,9845.15
11/10/2020,3,9935.89
11/10/2020,4,9964.37
11/10/2020,5,10083.27
11/10/2020,6,10730.17
11/10/2020,7,11881.51
11/10/2020,8,12461.1
11/10/2020,9,12146.06
11/10/2020,10,11794.79
11/10/2020,11,11687.99
11/10/2020,12,11742.36
11/10/2020,13,11853.96
11/10/2020,14,11998.37
11/10/2020,15,12578.92
11/10/2020,16,13279.9
11/10/2020,17,14002.71
11/10/2020,18,14918.03
11/10/2020,19,14545.18
11/10/2020,20,13839.75
11/10/2020,21,13047.34
11/10/2020,22,12136.66
11/10/2020,23,11176.07
11/10/2020,24,10583.75
11/11/2020,1,10529.11
11/11/2020,2,10458.02
11/11/2020,3,10242.67
11/11/2020,4,10183.02
11/11/2020,5,10326.41
11/11/2020,6,10847.66
11/11/2020,7,11895.3
11/11/2020,8,12637.56
11/11/2020,9,12702.97
11/11/2020,10,12716.55
11/11/2020,11,12993.64
11/11/2020,12,13161.71
11/11/2020,13,13440.24
11/11/2020,14,13731.81
11/11/2020,15,13835.64
11/11/2020,16,13983.96
11/11/2020,17,14664.09
11/11/2020,18,15274.64
11/11/2020,19,14892.84
11/11/2020,20,14180.96
11/11/2020,21,13403.16
11/11/2020,22,12492.65
11/11/2020,23,11551.97
11/11/2020,24,11149.94
11/12/2020,1,10560.18
11/12/2020,2,10409.83
11/12/2020,3,10540.92
11/12/2020,4,10210.95
11/12/2020,5,10429.05
11/12/2020,6,10665.21
11/12/2020,7,11913.85
11/12/2020,8,12626.76
11/12/2020,9,13183.27
11/12/2020,10,13464.45
11/12/2020,11,13603.96
11/12/2020,12,13680.5
11/12/2020,13,13664.38
11/12/2020,14,13640.95
11/12/2020,15,13539.18
11/12/2020,16,13636
11/12/2020,17,14273.86
11/12/2020,18,14862.05
11/12/2020,19,14527.52
11/12/2020,20,13888.62
11/12/2020,21,13160.16
11/12/2020,22,12266.95
11/12/2020,23,11343.98
11/12/2020,24,11014.93
11/13/2020,1,10679.31
11/13/2020,2,10574.62
11/13/2020,3,10392.6
11/13/2020,4,10398.3
11/13/2020,5,10666.32
11/13/2020,6,11035.48
11/13/2020,7,11762.12
11/13/2020,8,12834.96
11/13/2020,9,13496.02
11/13/2020,10,13826.11
11/13/2020,11,14107.92
11/13/2020,12,14283.67
11/13/2020,13,14281.22
11/13/2020,14,14246.48
11/13/2020,15,14119.3
11/13/2020,16,14134.7
11/13/2020,17,14590.31
11/13/2020,18,15120.35
11/13/2020,19,14754.15
11/13/2020,20,14138.64
11/13/2020,21,13458.25
11/13/2020,22,12690.19
11/13/2020,23,11773.69
11/13/2020,24,10939.88
11/14/2020,1,10352.09
11/14/2020,2,10231.81
11/14/2020,3,10055.67
11/14/2020,4,10010.1
11/14/2020,5,10143
11/14/2020,6,10309.09
11/14/2020,7,10913.76
11/14/2020,8,11348.81
11/14/2020,9,11436.44
11/14/2020,10,11196.54
11/14/2020,11,11210.3
11/14/2020,12,11890.07
11/14/2020,13,11920.36
11/14/2020,14,11921.66
11/14/2020,15,12023.52
11/14/2020,16,12469.68
11/14/2020,17,13528.07
11/14/2020,18,14458.15
11/14/2020,19,14238.73
11/14/2020,20,13751.24
11/14/2020,21,13268.6
11/14/2020,22,12637.08
11/14/2020,23,11997.49
11/14/2020,24,11464.96
11/15/2020,1,11368.1
11/15/2020,2,11191.93
11/15/2020,3,11206.14
11/15/2020,4,11277.19
11/15/2020,5,11137.66
11/15/2020,6,11214.6
11/15/2020,7,11515.62
11/15/2020,8,11823.42
11/15/2020,9,11931.19
11/15/2020,10,11988.27
11/15/2020,11,11972.43
11/15/2020,12,12299.2
11/15/2020,13,12460
11/15/2020,14,12830.28
11/15/2020,15,13002.25
11/15/2020,16,13399.12
11/15/2020,17,14356.7
11/15/2020,18,14940.46
11/15/2020,19,14536.53
11/15/2020,20,13847.46
11/15/2020,21,13123.18
11/15/2020,22,12239.51
11/15/2020,23,11379.91
11/15/2020,24,10886.9
11/16/2020,1,10564.38
11/16/2020,2,10245.22
11/16/2020,3,10123.1
11/16/2020,4,10140.02
11/16/2020,5,10677.74
11/16/2020,6,11007.2
11/16/2020,7,11959.51
11/16/2020,8,12744.41
11/16/2020,9,12602.15
11/16/2020,10,12160.64
11/16/2020,11,12081.2
11/16/2020,12,12396.24
11/16/2020,13,12759.01
11/16/2020,14,13129.8
11/16/2020,15,13360.21
11/16/2020,16,13685.92
11/16/2020,17,14581.29
11/16/2020,18,15487.54
11/16/2020,19,15204.62
11/16/2020,20,14545.63
11/16/2020,21,13798.19
11/16/2020,22,12905.97
11/16/2020,23,11902.78
11/16/2020,24,11468.12
11/17/2020,1,11034.6
11/17/2020,2,10944.36
11/17/2020,3,10823.56
11/17/2020,4,10877.44
11/17/2020,5,11227.13
11/17/2020,6,12102.25
11/17/2020,7,12773.42
11/17/2020,8,13631.71
11/17/2020,9,13638.26
11/17/2020,10,13260.93
11/17/2020,11,13287.19
11/17/2020,12,13229.06
11/17/2020,13,13168.27
11/17/2020,14,13421.57
11/17/2020,15,13711.55
11/17/2020,16,14158.4
11/17/2020,17,15114.75
11/17/2020,18,15943.97
11/17/2020,19,15646.04
11/17/2020,20,15061.61
11/17/2020,21,14357.53
11/17/2020,22,13463.71
11/17/2020,23,12488.93
11/17/2020,24,12306.04
11/18/2020,1,11841.1
11/18/2020,2,11761.37
11/18/2020,3,11682.38
11/18/2020,4,11727.79
11/18/2020,5,11872.86
11/18/2020,6,12289.26
11/18/2020,7,13504.9
11/18/2020,8,14438.53
11/18/2020,9,14320.58
11/18/2020,10,13734.9
11/18/2020,11,13525.97
11/18/2020,12,13533.78
11/18/2020,13,13507.51
11/18/2020,14,13634.45
11/18/2020,15,14114.2
11/18/2020,16,14949.53
11/18/2020,17,16147.6
11/18/2020,18,17029.96
11/18/2020,19,16787.43
11/18/2020,20,16308.3
11/18/2020,21,15642.86
11/18/2020,22,14716.05
11/18/2020,23,13650.13
11/18/2020,24,12781.08
11/19/2020,1,12207.62
11/19/2020,2,11941.26
11/19/2020,3,12045.46
11/19/2020,4,12095.71
11/19/2020,5,12168.48
11/19/2020,6,12992.71
11/19/2020,7,14377.86
11/19/2020,8,15150.28
11/19/2020,9,14941.22
11/19/2020,10,14555.16
11/19/2020,11,14043.66
11/19/2020,12,13708.4
11/19/2020,13,13671.08
11/19/2020,14,14090.24
11/19/2020,15,14382.11
11/19/2020,16,14874.41
11/19/2020,17,15783.79
11/19/2020,18,16488.95
11/19/2020,19,16127.2
11/19/2020,20,15499.66
11/19/2020,21,14704.46
11/19/2020,22,13896.02
11/19/2020,23,12853.53
11/19/2020,24,12055.12
11/20/2020,1,11511.94
11/20/2020,2,11324.38
11/20/2020,3,11095.15
11/20/2020,4,11068.54
11/20/2020,5,11344.46
11/20/2020,6,11637.66
11/20/2020,7,12609.73
11/20/2020,8,13380.62
11/20/2020,9,13322.73
11/20/2020,10,12895.74
11/20/2020,11,12508.89
11/20/2020,12,12318.43
11/20/2020,13,12290.88
11/20/2020,14,12452.6
11/20/2020,15,12719.93
11/20/2020,16,13218.88
11/20/2020,17,14074.2
11/20/2020,18,14803.69
11/20/2020,19,14491.41
11/20/2020,20,13932.76
11/20/2020,21,13266.15
11/20/2020,22,12519.5
11/20/2020,23,11601.76
11/20/2020,24,11189.73
11/21/2020,1,10690.87
11/21/2020,2,10574.68
11/21/2020,3,10635.15
11/21/2020,4,10618.09
11/21/2020,5,10478.97
11/21/2020,6,10874.88
11/21/2020,7,11309.38
11/21/2020,8,11501.91
11/21/2020,9,11667.97
11/21/2020,10,11503.4
11/21/2020,11,11240.88
11/21/2020,12,11190.83
11/21/2020,13,11124.25
11/21/2020,14,11375.16
11/21/2020,15,11758.71
11/21/2020,16,12273.38
11/21/2020,17,13310.55
11/21/2020,18,14091.95
11/21/2020,19,13822.1
11/21/2020,20,13277.78
11/21/2020,21,12712.58
11/21/2020,22,12058.38
11/21/2020,23,11316.25
11/21/2020,24,10875.51
11/22/2020,1,10129.58
11/22/2020,2,10070.46
11/22/2020,3,9949.58
11/22/2020,4,9963.18
11/22/2020,5,10099.66
11/22/2020,6,10222.65
11/22/2020,7,10793.66
11/22/2020,8,11452.94
11/22/2020,9,11840.02
11/22/2020,10,11931.07
11/22/2020,11,12409.8
11/22/2020,12,13005.44
11/22/2020,13,13476.92
11/22/2020,14,13716.5
11/22/2020,15,13820.99
11/22/2020,16,14084.77
11/22/2020,17,14898.72
11/22/2020,18,15345.98
11/22/2020,19,14910.06
11/22/2020,20,14227.03
11/22/2020,21,13501.48
11/22/2020,22,12610.7
11/22/2020,23,11751.87
11/22/2020,24,11035.05
11/23/2020,1,10759.82
11/23/2020,2,10655.66
11/23/2020,3,10714.58
11/23/2020,4,10731.23
11/23/2020,5,10766.81
11/23/2020,6,11295.7
11/23/2020,7,12148.21
11/23/2020,8,13259.72
11/23/2020,9,14070.02
11/23/2020,10,14504.44
11/23/2020,11,14769.38
11/23/2020,12,14889.57
11/23/2020,13,14617.36
11/23/2020,14,14189.86
11/23/2020,15,14084.88
11/23/2020,16,14313.76
11/23/2020,17,15159.88
11/23/2020,18,16065.58
11/23/2020,19,15793.56
11/23/2020,20,15234.81
11/23/2020,21,14522.04
11/23/2020,22,13646.58
11/23/2020,23,12940.33
11/23/2020,24,12408.86
11/24/2020,1,12153.7
11/24/2020,2,11842.58
11/24/2020,3,11696.74
11/24/2020,4,11729.4
11/24/2020,5,12078.1
11/24/2020,6,12511.22
11/24/2020,7,13530.44
11/24/2020,8,14114.02
11/24/2020,9,14009.87
11/24/2020,10,13352.12
11/24/2020,11,13071.43
11/24/2020,12,12885.46
11/24/2020,13,12780.94
11/24/2020,14,13032.32
11/24/2020,15,13326.86
11/24/2020,16,14191.5
11/24/2020,17,15364.53
11/24/2020,18,16289.24
11/24/2020,19,16108.92
11/24/2020,20,15643.02
11/24/2020,21,15010.09
11/24/2020,22,14171.45
11/24/2020,23,13129.6
11/24/2020,24,12236.4
11/25/2020,1,11764.7
11/25/2020,2,11517.44
11/25/2020,3,11328.74
11/25/2020,4,11295
11/25/2020,5,11570.24
11/25/2020,6,12328.59
11/25/2020,7,13220.98
11/25/2020,8,14207.76
11/25/2020,9,14749.85
11/25/2020,10,14845.39
11/25/2020,11,14777.88
11/25/2020,12,14691.15
11/25/2020,13,14435.28
11/25/2020,14,14498.72
11/25/2020,15,14571.29
11/25/2020,16,14746.11
11/25/2020,17,15412.03
11/25/2020,18,15775.84
11/25/2020,19,15390.72
11/25/2020,20,14790.05
11/25/2020,21,14099.1
11/25/2020,22,13265.94
11/25/2020,23,12236.43
11/25/2020,24,11238.31
11/26/2020,1,10770.32
11/26/2020,2,10408.77
11/26/2020,3,10554.68
11/26/2020,4,10662.31
11/26/2020,5,10490.15
11/26/2020,6,10829.7
11/26/2020,7,11413.31
11/26/2020,8,11914.31
11/26/2020,9,12661.7
11/26/2020,10,13538.94
11/26/2020,11,14288.78
11/26/2020,12,14738.74
11/26/2020,13,14849.61
11/26/2020,14,14396.4
11/26/2020,15,13736.82
11/26/2020,16,13301.64
11/26/2020,17,13333.84
11/26/2020,18,13209.56
11/26/2020,19,12729.89
11/26/2020,20,12466.7
11/26/2020,21,12197.03
11/26/2020,22,11709.5
11/26/2020,23,11040.63
11/26/2020,24,10384.65
11/27/2020,1,10129.02
11/27/2020,2,9844.93
11/27/2020,3,9629.56
11/27/2020,4,9416.74
11/27/2020,5,9623.51
11/27/2020,6,10156.79
11/27/2020,7,10911.2
11/27/2020,8,11231.47
11/27/2020,9,11643.47
11/27/2020,10,12059.7
11/27/2020,11,12235.57
11/27/2020,12,12278.39
11/27/2020,13,12423.91
11/27/2020,14,12453.98
11/27/2020,15,12539.77
11/27/2020,16,12840.1
11/27/2020,17,13628.44
11/27/2020,18,14131.94
11/27/2020,19,13814.89
11/27/2020,20,13318.42
11/27/2020,21,12738.14
11/27/2020,22,12041.38
11/27/2020,23,11228.82
11/27/2020,24,10417.25
11/28/2020,1,10103.92
11/28/2020,2,9965.18
11/28/2020,3,9742.91
11/28/2020,4,9675.26
11/28/2020,5,9798.11
11/28/2020,6,9892.6
11/28/2020,7,10182.49
11/28/2020,8,10777.11
11/28/2020,9,11383.05
11/28/2020,10,11729.36
11/28/2020,11,11637.08
11/28/2020,12,11412.76
11/28/2020,13,11593.9
11/28/2020,14,11771.89
11/28/2020,15,12034.2
11/28/2020,16,12555.68
11/28/2020,17,13528.62
11/28/2020,18,14281.54
11/28/2020,19,14082.93
11/28/2020,20,13647.61
11/28/2020,21,13172.46
11/28/2020,22,12542.77
11/28/2020,23,11798.42
11/28/2020,24,11024.58
11/29/2020,1,10646.68
11/29/2020,2,10343.5
11/29/2020,3,10160.42
11/29/2020,4,10101.25
11/29/2020,5,10106.19
11/29/2020,6,10267.74
11/29/2020,7,10793.76
11/29/2020,8,11212.99
11/29/2020,9,11216.87
11/29/2020,10,10896.42
11/29/2020,11,10586.04
11/29/2020,12,10475.95
11/29/2020,13,10573.91
11/29/2020,14,10845.51
11/29/2020,15,11469.56
11/29/2020,16,12385.36
11/29/2020,17,13838.83
11/29/2020,18,14818.57
11/29/2020,19,14650.1
11/29/2020,20,14177.58
11/29/2020,21,13572.24
11/29/2020,22,12739.64
11/29/2020,23,11743.8
11/29/2020,24,11310.49
11/30/2020,1,11104.81
11/30/2020,2,10831.7
11/30/2020,3,10722.58
11/30/2020,4,10784.48
11/30/2020,5,10839.66
11/30/2020,6,11492.83
11/30/2020,7,12591.97
11/30/2020,8,13633.87
11/30/2020,9,14232.78
11/30/2020,10,14465.13
11/30/2020,11,14740.13
11/30/2020,12,14976.52
11/30/2020,13,15085
11/30/2020,14,15146.36
11/30/2020,15,15072.33
11/30/2020,16,15042.14
11/30/2020,17,15534.45
11/30/2020,18,15885.51
11/30/2020,19,15365.64
11/30/2020,20,14658.38
11/30/2020,21,13791.2
11/30/2020,22,12797.02
11/30/2020,23,11703.87
11/30/2020,24,11013.63
12/1/2020,1,10611.46
12/1/2020,2,10234.74
12/1/2020,3,10249.96
12/1/2020,4,10225.5
12/1/2020,5,10308.22
12/1/2020,6,10622.42
12/1/2020,7,11631.49
12/1/2020,8,12607.63
12/1/2020,9,13106.64
12/1/2020,10,13159.08
12/1/2020,11,13082.63
12/1/2020,12,13167.58
12/1/2020,13,13142.49
12/1/2020,14,13020.56
12/1/2020,15,13301.81
12/1/2020,16,13439.32
12/1/2020,17,14514.57
12/1/2020,18,15437.06
12/1/2020,19,15216.01
12/1/2020,20,14661.89
12/1/2020,21,13940.16
12/1/2020,22,13081.04
12/1/2020,23,12030.79
12/1/2020,24,11114.83
12/2/2020,1,10806.74
12/2/2020,2,10692.78
12/2/2020,3,10646.23
12/2/2020,4,10853.71
12/2/2020,5,10991.02
12/2/2020,6,11460.82
12/2/2020,7,12628.61
12/2/2020,8,13660.92
12/2/2020,9,13826.74
12/2/2020,10,13482.67
12/2/2020,11,13380.03
12/2/2020,12,13898.35
12/2/2020,13,14075.7
12/2/2020,14,14229.9
12/2/2020,15,14441.05
12/2/2020,16,14780.81
12/2/2020,17,15783.14
12/2/2020,18,16510.83
12/2/2020,19,16230.55
12/2/2020,20,15631.35
12/2/2020,21,14892.18
12/2/2020,22,13939.11
12/2/2020,23,12804.5
12/2/2020,24,11961.85
12/3/2020,1,11417.21
12/3/2020,2,11071.68
12/3/2020,3,10947.49
12/3/2020,4,10981.11
12/3/2020,5,11348.44
12/3/2020,6,12231.4
12/3/2020,7,13339.46
12/3/2020,8,14281.66
12/3/2020,9,14087.74
12/3/2020,10,13263.23
12/3/2020,11,12854.32
12/3/2020,12,12633.33
12/3/2020,13,12666.48
12/3/2020,14,12865.22
12/3/2020,15,13542.51
12/3/2020,16,13939.88
12/3/2020,17,15177.76
12/3/2020,18,16125.76
12/3/2020,19,15959.02
12/3/2020,20,15382.16
12/3/2020,21,14667.44
12/3/2020,22,13696.75
12/3/2020,23,12535.88
12/3/2020,24,11817.4
12/4/2020,1,11604.83
12/4/2020,2,11498.12
12/4/2020,3,11305.92
12/4/2020,4,11283.36
12/4/2020,5,11589.24
12/4/2020,6,11908.85
12/4/2020,7,12842.89
12/4/2020,8,13738
12/4/2020,9,13877.28
12/4/2020,10,13641.57
12/4/2020,11,13333.2
12/4/2020,12,13416.02
12/4/2020,13,12736.18
12/4/2020,14,12934.16
12/4/2020,15,13359.67
12/4/2020,16,13840.08
12/4/2020,17,14802.62
12/4/2020,18,15410.64
12/4/2020,19,15115.37
12/4/2020,20,14566.23
12/4/2020,21,13928.69
12/4/2020,22,13140.24
12/4/2020,23,12140.76
12/4/2020,24,11535.92
12/5/2020,1,11266.27
12/5/2020,2,10890.71
12/5/2020,3,10861.12
12/5/2020,4,10764.15
12/5/2020,5,10827.21
12/5/2020,6,10874.51
12/5/2020,7,11371.52
12/5/2020,8,11917.17
12/5/2020,9,12878.42
12/5/2020,10,13503.83
12/5/2020,11,14148.78
12/5/2020,12,14622.84
12/5/2020,13,14941.3
12/5/2020,14,15009.27
12/5/2020,15,15018.23
12/5/2020,16,15169.51
12/5/2020,17,15856.8
12/5/2020,18,16231.46
12/5/2020,19,15765.62
12/5/2020,20,15054.75
12/5/2020,21,14371.05
12/5/2020,22,13613.51
12/5/2020,23,12893.1
12/5/2020,24,12299.09
12/6/2020,1,11685.68
12/6/2020,2,11278.47
12/6/2020,3,11047.64
12/6/2020,4,11035.57
12/6/2020,5,11343.64
12/6/2020,6,11389.5
12/6/2020,7,11705.75
12/6/2020,8,12101.06
12/6/2020,9,12398.68
12/6/2020,10,12611.16
12/6/2020,11,12563.11
12/6/2020,12,12575.01
12/6/2020,13,12688.97
12/6/2020,14,12918.08
12/6/2020,15,13380.99
12/6/2020,16,14133.22
12/6/2020,17,15473.05
12/6/2020,18,16335.6
12/6/2020,19,16166.52
12/6/2020,20,15667.94
12/6/2020,21,15051.44
12/6/2020,22,14182.08
12/6/2020,23,13152.76
12/6/2020,24,12563.89
12/7/2020,1,12200.39
12/7/2020,2,12043.62
12/7/2020,3,11925.8
12/7/2020,4,11993.79
12/7/2020,5,12578.72
12/7/2020,6,13225.35
12/7/2020,7,14150.96
12/7/2020,8,14928.38
12/7/2020,9,15097.49
12/7/2020,10,14813.01
12/7/2020,11,14636.68
12/7/2020,12,14746
12/7/2020,13,14889.32
12/7/2020,14,14892.14
12/7/2020,15,14966.5
12/7/2020,16,15457.32
12/7/2020,17,16639.4
12/7/2020,18,17505.88
12/7/2020,19,17241.01
12/7/2020,20,16701.01
12/7/2020,21,15969.73
12/7/2020,22,14983
12/7/2020,23,13746.18
12/7/2020,24,12780.24
12/8/2020,1,12229.9
12/8/2020,2,12203.93
12/8/2020,3,12391.51
12/8/2020,4,12508.87
12/8/2020,5,12583.41
12/8/2020,6,13268.09
12/8/2020,7,14177.06
12/8/2020,8,15156.63
12/8/2020,9,15716.37
12/8/2020,10,15850.44
12/8/2020,11,15903.04
12/8/2020,12,15886.76
12/8/2020,13,15769.49
12/8/2020,14,15819.02
12/8/2020,15,15956.92
12/8/2020,16,16200.36
12/8/2020,17,17048.49
12/8/2020,18,17747.06
12/8/2020,19,17534.92
12/8/2020,20,17017.14
12/8/2020,21,16295.34
12/8/2020,22,15286.85
12/8/2020,23,14082.76
12/8/2020,24,13261
12/9/2020,1,12895.37
12/9/2020,2,12785.6
12/9/2020,3,12665.96
12/9/2020,4,12691.9
12/9/2020,5,12776.35
12/9/2020,6,13496.66
12/9/2020,7,14427.68
12/9/2020,8,15473.06
12/9/2020,9,15924.34
12/9/2020,10,15889.82
12/9/2020,11,15805.17
12/9/2020,12,15700.97
12/9/2020,13,15648.2
12/9/2020,14,15634.76
12/9/2020,15,15763.45
12/9/2020,16,15984.76
12/9/2020,17,16866.58
12/9/2020,18,17476.55
12/9/2020,19,17188.57
12/9/2020,20,16586.63
12/9/2020,21,15811.32
12/9/2020,22,14777.12
12/9/2020,23,13517.26
12/9/2020,24,12746.75
12/10/2020,1,12511.87
12/10/2020,2,12123.38
12/10/2020,3,11904.27
12/10/2020,4,11883.38
12/10/2020,5,11938.43
12/10/2020,6,12218.22
12/10/2020,7,13601.01
12/10/2020,8,14618.84
12/10/2020,9,14795.35
12/10/2020,10,14469.18
12/10/2020,11,14100.41
12/10/2020,12,13934.29
12/10/2020,13,13863.9
12/10/2020,14,13839.97
12/10/2020,15,14268.92
12/10/2020,16,14674.95
12/10/2020,17,15809.86
12/10/2020,18,16825.4
12/10/2020,19,16606.78
12/10/2020,20,16110.06
12/10/2020,21,15492.11
12/10/2020,22,14582.25
12/10/2020,23,13475.43
12/10/2020,24,12680.04
12/11/2020,1,12239.61
12/11/2020,2,11907.19
12/11/2020,3,11761.01
12/11/2020,4,11804.78
12/11/2020,5,12143.19
12/11/2020,6,12572.05
12/11/2020,7,13823.26
12/11/2020,8,14827.07
12/11/2020,9,14863.38
12/11/2020,10,14213.89
12/11/2020,11,13655.3
