Date,HE,RT Demand
8/11/2021,1,14350.6
8/11/2021,2,13937.31
8/11/2021,3,14049.16
8/11/2021,4,13929.06
8/11/2021,5,14082.66
8/11/2021,6,14337.57
8/11/2021,7,15028.58
8/11/2021,8,16169.16
8/11/2021,9,16958.03
8/11/2021,10,17602.77
8/11/2021,11,18089.51
8/11/2021,12,18880.07
8/11/2021,13,19836.09
8/11/2021,14,20765.15
8/11/2021,15,21548.04
8/11/2021,16,22432.93
8/11/2021,17,23083.02
8/11/2021,18,23712.49
8/11/2021,19,23469.33
8/11/2021,20,22973.53
8/11/2021,21,22357.23
8/11/2021,22,21381.9
8/11/2021,23,19686.9
8/11/2021,24,18254.14
8/12/2021,1,17472.15
8/12/2021,2,16831.23
8/12/2021,3,16313.9
8/12/2021,4,15944.74
8/12/2021,5,15973.72
8/12/2021,6,16484.98
8/12/2021,7,17441.42
8/12/2021,8,18352.23
8/12/2021,9,18592.85
8/12/2021,10,18877
8/12/2021,11,19701.4
8/12/2021,12,20587.7
8/12/2021,13,21539.62
8/12/2021,14,22527.09
8/12/2021,15,23257.15
8/12/2021,16,23845.97
8/12/2021,17,24306.1
8/12/2021,18,24778.94
8/12/2021,19,24403.77
8/12/2021,20,23475.57
8/12/2021,21,22417.19
8/12/2021,22,21153.77
8/12/2021,23,19632.28
8/12/2021,24,18057.48
8/13/2021,1,17392.29
8/13/2021,2,16979.3
8/13/2021,3,16358.02
8/13/2021,4,15952.11
8/13/2021,5,15905.91
8/13/2021,6,16336.48
8/13/2021,7,17215.96
8/13/2021,8,18243.41
8/13/2021,9,18707.44
8/13/2021,10,19471.83
8/13/2021,11,20320.84
8/13/2021,12,21144.96
8/13/2021,13,21791.95
8/13/2021,14,22618.56
8/13/2021,15,23225.71
8/13/2021,16,23685.81
8/13/2021,17,23931.46
8/13/2021,18,24354.76
8/13/2021,19,24198.85
8/13/2021,20,23562.48
8/13/2021,21,22790.07
8/13/2021,22,21514
8/13/2021,23,19959.61
8/13/2021,24,18405.91
8/14/2021,1,17099.21
8/14/2021,2,16133.01
8/14/2021,3,15763.04
8/14/2021,4,15981.56
8/14/2021,5,15974.76
8/14/2021,6,16000.04
8/14/2021,7,16320.16
8/14/2021,8,16716.72
8/14/2021,9,17320.77
8/14/2021,10,18280.99
8/14/2021,11,19046.28
8/14/2021,12,19241.59
8/14/2021,13,19460.78
8/14/2021,14,19630.87
8/14/2021,15,19821.47
8/14/2021,16,20352.72
8/14/2021,17,20940.12
8/14/2021,18,21441.5
8/14/2021,19,21304.52
8/14/2021,20,20398.63
8/14/2021,21,19550.08
8/14/2021,22,18203.44
8/14/2021,23,16679.18
8/14/2021,24,15223.21
8/15/2021,1,14345.15
8/15/2021,2,13729.36
8/15/2021,3,13361.85
8/15/2021,4,13153.49
8/15/2021,5,12853.44
8/15/2021,6,12432.55
8/15/2021,7,12154.17
8/15/2021,8,12385.82
8/15/2021,9,12626.69
8/15/2021,10,12805.21
8/15/2021,11,12806.84
8/15/2021,12,13331.95
8/15/2021,13,13840.13
8/15/2021,14,14179.61
8/15/2021,15,14447.19
8/15/2021,16,15146.28
8/15/2021,17,15754.1
8/15/2021,18,16779.47
8/15/2021,19,17112.88
8/15/2021,20,16703.33
8/15/2021,21,16345.88
8/15/2021,22,15421.81
8/15/2021,23,14212.95
8/15/2021,24,13021.54
8/16/2021,1,12275.77
8/16/2021,2,11954.13
8/16/2021,3,11823.92
8/16/2021,4,11673.29
8/16/2021,5,11792.37
8/16/2021,6,12107.91
8/16/2021,7,12736.9
8/16/2021,8,13333.21
8/16/2021,9,13602.62
8/16/2021,10,13662.48
8/16/2021,11,14047.14
8/16/2021,12,14185.31
8/16/2021,13,14912.42
8/16/2021,14,15340.94
8/16/2021,15,15815.65
8/16/2021,16,16387.29
8/16/2021,17,16959.06
8/16/2021,18,17551.64
8/16/2021,19,17737.65
8/16/2021,20,17346.6
8/16/2021,21,16998.52
8/16/2021,22,15946.89
8/16/2021,23,14636.19
8/16/2021,24,13500.16
8/17/2021,1,12729.73
8/17/2021,2,12334.12
8/17/2021,3,12187.82
8/17/2021,4,12020.83
8/17/2021,5,12117.16
8/17/2021,6,12459.62
8/17/2021,7,13048.51
8/17/2021,8,13985.44
8/17/2021,9,14355.26
8/17/2021,10,14726.05
8/17/2021,11,15112.54
8/17/2021,12,15666.33
8/17/2021,13,16334.45
8/17/2021,14,17099.36
8/17/2021,15,17681.81
8/17/2021,16,18044.45
8/17/2021,17,18347.37
8/17/2021,18,18785.88
8/17/2021,19,18791.87
8/17/2021,20,18458.77
8/17/2021,21,18117.31
8/17/2021,22,17102.44
8/17/2021,23,15758.57
8/17/2021,24,14450.13
8/18/2021,1,13850.54
8/18/2021,2,13728.29
8/18/2021,3,13420.31
8/18/2021,4,13220.02
8/18/2021,5,13329.74
8/18/2021,6,13506.9
8/18/2021,7,14274.92
8/18/2021,8,15008.47
8/18/2021,9,15621.85
8/18/2021,10,16155.15
8/18/2021,11,16731.85
8/18/2021,12,17577.37
8/18/2021,13,18291.22
8/18/2021,14,18916.2
8/18/2021,15,19377.7
8/18/2021,16,19714.33
8/18/2021,17,20040.92
8/18/2021,18,20296.67
8/18/2021,19,20114.92
8/18/2021,20,19824.54
8/18/2021,21,19370.59
8/18/2021,22,18284.2
8/18/2021,23,16884.36
8/18/2021,24,15893.98
8/19/2021,1,15361.44
8/19/2021,2,14830.91
8/19/2021,3,14399.57
8/19/2021,4,14208.35
8/19/2021,5,14369.51
8/19/2021,6,14922.08
8/19/2021,7,15558.07
8/19/2021,8,16449.74
8/19/2021,9,17317.37
8/19/2021,10,18005.63
8/19/2021,11,18445.38
8/19/2021,12,18670.59
8/19/2021,13,18707.79
8/19/2021,14,18832.34
8/19/2021,15,19177.73
8/19/2021,16,19552.01
8/19/2021,17,19886.24
8/19/2021,18,20071.35
8/19/2021,19,19899.77
8/19/2021,20,19614.23
8/19/2021,21,19226.82
8/19/2021,22,18289.52
8/19/2021,23,17002.26
8/19/2021,24,15738.17
8/20/2021,1,15246.93
8/20/2021,2,14980.74
8/20/2021,3,14515.11
8/20/2021,4,14249.18
8/20/2021,5,14561.1
8/20/2021,6,14989.51
8/20/2021,7,15736.61
8/20/2021,8,16142.98
8/20/2021,9,16631.76
8/20/2021,10,17106.09
8/20/2021,11,17500.14
8/20/2021,12,17834.74
8/20/2021,13,18123.79
8/20/2021,14,18491.8
8/20/2021,15,18821.67
8/20/2021,16,19121.32
8/20/2021,17,19411.33
8/20/2021,18,19698.72
8/20/2021,19,19764.73
8/20/2021,20,19540.71
8/20/2021,21,19173.51
8/20/2021,22,18186.65
8/20/2021,23,17019.39
8/20/2021,24,15947.06
8/21/2021,1,15064.9
8/21/2021,2,14897.77
8/21/2021,3,14357.65
8/21/2021,4,14255.12
8/21/2021,5,14174.4
8/21/2021,6,14309.03
8/21/2021,7,14634.36
8/21/2021,8,14736.39
8/21/2021,9,15115.22
8/21/2021,10,15722.71
8/21/2021,11,16507.45
8/21/2021,12,17226.33
8/21/2021,13,17885.58
8/21/2021,14,18354.96
8/21/2021,15,18705.25
8/21/2021,16,19142.02
8/21/2021,17,19629.3
8/21/2021,18,20042.32
8/21/2021,19,19978.31
8/21/2021,20,19597.63
8/21/2021,21,19248.78
8/21/2021,22,18307.98
8/21/2021,23,17105.47
8/21/2021,24,15852.14
8/22/2021,1,14808.34
8/22/2021,2,13998.91
8/22/2021,3,13682.37
8/22/2021,4,13525.25
8/22/2021,5,13538.49
8/22/2021,6,13567.86
8/22/2021,7,13769.34
8/22/2021,8,13805.24
8/22/2021,9,14360.46
8/22/2021,10,14918.87
8/22/2021,11,15345.25
8/22/2021,12,15609.22
8/22/2021,13,15726.3
8/22/2021,14,15723.14
8/22/2021,15,15684.08
8/22/2021,16,15698.47
8/22/2021,17,15846.19
8/22/2021,18,16208.68
8/22/2021,19,16235.97
8/22/2021,20,16125.97
8/22/2021,21,15844.29
8/22/2021,22,15386.82
8/22/2021,23,14538.24
8/22/2021,24,13767.64
8/23/2021,1,13146.36
8/23/2021,2,12913.21
8/23/2021,3,12690.08
8/23/2021,4,12610.23
8/23/2021,5,12809.44
8/23/2021,6,13086.15
8/23/2021,7,13922.62
8/23/2021,8,15005.29
8/23/2021,9,15832.6
8/23/2021,10,16418.01
8/23/2021,11,16967.43
8/23/2021,12,17321.02
8/23/2021,13,17688.56
8/23/2021,14,18119.69
8/23/2021,15,18473.34
8/23/2021,16,18737.19
8/23/2021,17,18895.67
8/23/2021,18,18945.69
8/23/2021,19,18723
8/23/2021,20,18400.52
8/23/2021,21,17827.07
8/23/2021,22,16837.64
8/23/2021,23,15621.65
8/23/2021,24,14738.64
8/24/2021,1,14158.64
8/24/2021,2,13585.3
8/24/2021,3,13325.51
8/24/2021,4,13244.54
8/24/2021,5,13316.04
8/24/2021,6,13722.3
8/24/2021,7,14405.49
8/24/2021,8,15240.93
8/24/2021,9,15935.03
8/24/2021,10,16358.1
8/24/2021,11,17035.46
8/24/2021,12,17871.97
8/24/2021,13,18719.28
8/24/2021,14,19617.98
8/24/2021,15,20354.74
8/24/2021,16,21114.81
8/24/2021,17,21980.88
8/24/2021,18,22792.9
8/24/2021,19,22815.73
8/24/2021,20,22080.38
8/24/2021,21,21318.38
8/24/2021,22,19899.92
8/24/2021,23,18456.76
8/24/2021,24,16935.08
8/25/2021,1,16303.74
8/25/2021,2,15746.32
8/25/2021,3,15102.47
8/25/2021,4,14729.4
8/25/2021,5,14686.13
8/25/2021,6,15178.31
8/25/2021,7,15920.48
8/25/2021,8,16424.11
8/25/2021,9,16817.49
8/25/2021,10,17316.15
8/25/2021,11,18071.81
8/25/2021,12,18956.67
8/25/2021,13,19871.44
8/25/2021,14,20840.31
8/25/2021,15,21625.23
8/25/2021,16,22342
8/25/2021,17,22910.6
8/25/2021,18,23428.34
8/25/2021,19,23164.65
8/25/2021,20,22484.43
8/25/2021,21,21609.85
8/25/2021,22,20369.68
8/25/2021,23,18624.25
8/25/2021,24,17297.61
8/26/2021,1,16506.27
8/26/2021,2,15968.44
8/26/2021,3,15348.17
8/26/2021,4,14984.82
8/26/2021,5,14976.98
8/26/2021,6,15551.05
8/26/2021,7,16546.14
8/26/2021,8,17487.52
8/26/2021,9,17761.95
8/26/2021,10,18106.83
8/26/2021,11,19200.83
8/26/2021,12,20353.09
8/26/2021,13,21445.56
8/26/2021,14,22471.07
8/26/2021,15,23256.79
8/26/2021,16,23886.16
8/26/2021,17,24192.83
8/26/2021,18,24596.61
8/26/2021,19,24401.79
8/26/2021,20,23991.2
8/26/2021,21,23277.47
8/26/2021,22,22052.2
8/26/2021,23,20279.38
8/26/2021,24,18618.53
8/27/2021,1,17812.7
8/27/2021,2,17087.88
8/27/2021,3,16653.16
8/27/2021,4,16228.4
8/27/2021,5,16152.68
8/27/2021,6,16636.16
8/27/2021,7,17144.44
8/27/2021,8,17589.84
8/27/2021,9,18253.12
8/27/2021,10,18875.3
8/27/2021,11,19645.29
8/27/2021,12,20519.27
8/27/2021,13,21526.18
8/27/2021,14,22236.77
8/27/2021,15,22446.76
8/27/2021,16,22774.26
8/27/2021,17,23032.3
8/27/2021,18,22922.42
8/27/2021,19,22213.27
8/27/2021,20,21470.92
8/27/2021,21,20709.35
8/27/2021,22,19467.78
8/27/2021,23,17929.03
8/27/2021,24,16420.09
8/28/2021,1,15142.72
8/28/2021,2,14220.68
8/28/2021,3,13968.43
8/28/2021,4,13774.73
8/28/2021,5,13451.37
8/28/2021,6,13429.84
8/28/2021,7,13532.5
8/28/2021,8,13295.82
8/28/2021,9,13635.33
8/28/2021,10,13655.26
8/28/2021,11,13680.44
8/28/2021,12,13724.94
8/28/2021,13,13800.77
8/28/2021,14,13870.95
8/28/2021,15,13989.34
8/28/2021,16,14267.26
8/28/2021,17,14413.88
8/28/2021,18,14431.79
8/28/2021,19,14455.65
8/28/2021,20,14418.65
8/28/2021,21,14169.69
8/28/2021,22,13577.68
8/28/2021,23,12896.93
8/28/2021,24,12227.53
8/29/2021,1,11871.97
8/29/2021,2,11564.93
8/29/2021,3,11241.88
8/29/2021,4,11333.93
8/29/2021,5,11301.08
8/29/2021,6,11437.92
8/29/2021,7,11658.54
8/29/2021,8,11529.67
8/29/2021,9,11739.74
8/29/2021,10,12274.85
8/29/2021,11,12600.88
8/29/2021,12,12808.65
8/29/2021,13,12798.98
8/29/2021,14,12783.35
8/29/2021,15,13164.87
8/29/2021,16,13600.06
8/29/2021,17,14153.53
8/29/2021,18,14772.05
8/29/2021,19,15131.96
8/29/2021,20,15364.5
8/29/2021,21,15237.93
8/29/2021,22,14567.98
8/29/2021,23,13626.02
8/29/2021,24,12712.18
8/30/2021,1,12044.29
8/30/2021,2,11589.8
8/30/2021,3,11367.63
8/30/2021,4,11355.9
8/30/2021,5,11625.48
8/30/2021,6,12480.36
8/30/2021,7,13803.46
8/30/2021,8,14888.88
8/30/2021,9,15682.55
8/30/2021,10,16276.39
8/30/2021,11,16860.36
8/30/2021,12,17370.46
8/30/2021,13,17878.87
8/30/2021,14,18318.02
8/30/2021,15,18640.23
8/30/2021,16,19263.91
8/30/2021,17,20225.86
8/30/2021,18,21055.25
8/30/2021,19,20944.19
8/30/2021,20,20583.35
8/30/2021,21,19973.15
8/30/2021,22,18945.84
8/30/2021,23,17446.75
8/30/2021,24,16199.3
8/31/2021,1,15342.49
8/31/2021,2,14785.28
8/31/2021,3,14225.18
8/31/2021,4,13850.28
8/31/2021,5,13792.41
8/31/2021,6,14054.02
8/31/2021,7,14578.68
8/31/2021,8,14918.13
8/31/2021,9,15328.56
8/31/2021,10,15578.54
8/31/2021,11,16035.21
8/31/2021,12,16522.44
8/31/2021,13,16959.46
8/31/2021,14,17530.22
8/31/2021,15,17737.37
8/31/2021,16,17788.09
8/31/2021,17,18337.77
8/31/2021,18,18956.91
8/31/2021,19,18911.61
8/31/2021,20,18548.57
8/31/2021,21,17910.28
8/31/2021,22,16660.94
8/31/2021,23,15208.03
8/31/2021,24,14116.28
9/1/2021,1,13385.27
9/1/2021,2,12978.37
9/1/2021,3,12814.18
9/1/2021,4,12593.61
9/1/2021,5,12716.1
9/1/2021,6,13113.4
9/1/2021,7,13982.77
9/1/2021,8,14445.78
9/1/2021,9,14985.74
9/1/2021,10,15342.68
9/1/2021,11,15443.89
9/1/2021,12,15462.93
9/1/2021,13,15461.21
9/1/2021,14,15550.74
9/1/2021,15,15459.64
9/1/2021,16,15486.84
9/1/2021,17,15628.96
9/1/2021,18,15915.1
9/1/2021,19,15960.59
9/1/2021,20,15797.48
9/1/2021,21,15209.86
9/1/2021,22,14224.96
9/1/2021,23,13026.36
9/1/2021,24,11992.61
9/2/2021,1,11258.76
9/2/2021,2,10962.67
9/2/2021,3,10949.49
9/2/2021,4,10864.98
9/2/2021,5,10994.64
9/2/2021,6,11466.74
9/2/2021,7,12238.96
9/2/2021,8,13021.92
9/2/2021,9,13269.1
9/2/2021,10,13067.27
9/2/2021,11,12897.89
9/2/2021,12,12952.34
9/2/2021,13,13097.14
9/2/2021,14,13161.89
9/2/2021,15,13289.57
9/2/2021,16,13709.49
9/2/2021,17,14371.94
9/2/2021,18,15021.03
9/2/2021,19,15160.49
9/2/2021,20,15101.26
9/2/2021,21,14697.18
9/2/2021,22,13731.36
9/2/2021,23,12609.39
9/2/2021,24,11526.66
9/3/2021,1,11014.95
9/3/2021,2,10512.28
9/3/2021,3,10365.19
9/3/2021,4,10341.94
9/3/2021,5,10479.52
9/3/2021,6,10804.09
9/3/2021,7,11519.09
9/3/2021,8,12191.89
9/3/2021,9,12264.38
9/3/2021,10,12094.73
9/3/2021,11,12100.7
9/3/2021,12,12384.82
9/3/2021,13,12545.07
9/3/2021,14,12698.81
9/3/2021,15,12814.75
9/3/2021,16,13106.24
9/3/2021,17,13601.88
9/3/2021,18,14280.67
9/3/2021,19,14546.25
9/3/2021,20,14470.95
9/3/2021,21,14082.61
9/3/2021,22,13267.77
9/3/2021,23,12294.28
9/3/2021,24,11349.68
9/4/2021,1,10609.28
9/4/2021,2,10458.37
9/4/2021,3,10565.51
9/4/2021,4,10433.2
9/4/2021,5,10418.45
9/4/2021,6,10630.08
9/4/2021,7,10943.08
9/4/2021,8,11078.38
9/4/2021,9,10930.46
9/4/2021,10,10907
9/4/2021,11,10581.79
9/4/2021,12,10925
9/4/2021,13,11188.02
9/4/2021,14,11419.53
9/4/2021,15,11714.96
9/4/2021,16,12266.51
9/4/2021,17,13009.33
9/4/2021,18,13996.22
9/4/2021,19,14405.6
9/4/2021,20,14340
9/4/2021,21,13960.37
9/4/2021,22,13222.7
9/4/2021,23,12345.69
9/4/2021,24,11433.23
9/5/2021,1,10877.53
9/5/2021,2,10687.99
9/5/2021,3,10614.68
9/5/2021,4,10478.1
9/5/2021,5,10448.8
9/5/2021,6,10561.54
9/5/2021,7,10834.12
9/5/2021,8,10875.85
9/5/2021,9,11375.13
9/5/2021,10,11884.75
9/5/2021,11,12305.62
9/5/2021,12,12779.64
9/5/2021,13,12931.53
9/5/2021,14,12946.11
9/5/2021,15,13166.06
9/5/2021,16,13449.02
9/5/2021,17,13505.6
9/5/2021,18,13856.81
9/5/2021,19,13960.15
9/5/2021,20,13978.6
9/5/2021,21,13654.86
9/5/2021,22,13112.41
9/5/2021,23,12440.56
9/5/2021,24,11774.89
9/6/2021,1,11395.72
9/6/2021,2,11599.87
9/6/2021,3,11531.22
9/6/2021,4,11410.5
9/6/2021,5,11205.91
9/6/2021,6,11208.77
9/6/2021,7,11384.93
9/6/2021,8,11776.56
9/6/2021,9,12222.9
9/6/2021,10,12596.69
9/6/2021,11,12833.7
9/6/2021,12,13064.78
9/6/2021,13,13410.03
9/6/2021,14,13793.4
9/6/2021,15,14161.65
9/6/2021,16,14700.78
9/6/2021,17,15530.91
9/6/2021,18,16246.31
9/6/2021,19,16268.09
9/6/2021,20,16044.76
9/6/2021,21,15475.48
9/6/2021,22,14361.05
9/6/2021,23,13126.1
9/6/2021,24,12146.97
9/7/2021,1,11310.85
9/7/2021,2,10715.9
9/7/2021,3,10584.95
9/7/2021,4,10461.75
9/7/2021,5,10371.1
9/7/2021,6,10749.05
9/7/2021,7,11896.65
9/7/2021,8,12676.32
9/7/2021,9,12790.96
9/7/2021,10,12708.89
9/7/2021,11,12739.4
9/7/2021,12,12984.01
9/7/2021,13,13411.73
9/7/2021,14,13951.47
9/7/2021,15,14371.81
9/7/2021,16,14876.78
9/7/2021,17,15673.84
9/7/2021,18,16394.13
9/7/2021,19,16594.13
9/7/2021,20,16402.38
9/7/2021,21,15806.24
9/7/2021,22,14690.57
9/7/2021,23,13408.37
9/7/2021,24,12279.81
9/8/2021,1,11655.52
9/8/2021,2,11355.69
9/8/2021,3,11061.8
9/8/2021,4,11129
9/8/2021,5,11313.71
9/8/2021,6,11829.98
9/8/2021,7,12872.92
9/8/2021,8,13676.67
9/8/2021,9,13654.16
9/8/2021,10,13484.52
9/8/2021,11,13966.01
9/8/2021,12,14382.49
9/8/2021,13,15084.68
9/8/2021,14,15754.04
9/8/2021,15,16315.88
9/8/2021,16,16867.7
9/8/2021,17,17470.9
9/8/2021,18,17953.96
9/8/2021,19,17867.93
9/8/2021,20,17918.11
9/8/2021,21,17444.73
9/8/2021,22,16474.06
9/8/2021,23,15253
9/8/2021,24,14086.04
9/9/2021,1,13237.93
9/9/2021,2,13164.51
9/9/2021,3,12813.37
9/9/2021,4,12647.17
9/9/2021,5,12778.31
9/9/2021,6,13239.22
9/9/2021,7,14250.62
9/9/2021,8,15207.26
9/9/2021,9,15798.06
9/9/2021,10,16207.02
9/9/2021,11,16516.22
9/9/2021,12,16644.96
9/9/2021,13,16601.33
9/9/2021,14,16650.15
9/9/2021,15,16513.46
9/9/2021,16,16474.47
9/9/2021,17,16608.59
9/9/2021,18,16858.73
9/9/2021,19,16811.52
9/9/2021,20,16632.48
9/9/2021,21,15998.77
9/9/2021,22,15057.58
9/9/2021,23,13959.88
9/9/2021,24,12847.9
9/10/2021,1,12024.68
9/10/2021,2,11637.69
9/10/2021,3,11490.21
9/10/2021,4,11376.2
9/10/2021,5,11365.16
9/10/2021,6,11582.1
9/10/2021,7,12735.04
9/10/2021,8,13484.74
9/10/2021,9,13567.34
9/10/2021,10,13443.07
9/10/2021,11,13408.96
9/10/2021,12,13515.15
9/10/2021,13,13741.11
9/10/2021,14,13958.72
9/10/2021,15,13956.68
9/10/2021,16,14013.77
9/10/2021,17,14362.18
9/10/2021,18,14902.05
9/10/2021,19,14911.55
9/10/2021,20,14742.11
9/10/2021,21,14185.77
9/10/2021,22,13362.64
9/10/2021,23,12353.15
9/10/2021,24,11381.36
9/11/2021,1,10831.12
9/11/2021,2,10972.97
9/11/2021,3,10750.51
9/11/2021,4,10564.94
9/11/2021,5,10543.6
9/11/2021,6,10760.16
9/11/2021,7,11169.8
9/11/2021,8,11068.72
9/11/2021,9,10875.14
9/11/2021,10,10696.12
9/11/2021,11,10818.18
9/11/2021,12,10801.57
9/11/2021,13,10967.56
9/11/2021,14,11277.47
9/11/2021,15,11452.39
9/11/2021,16,11957.82
9/11/2021,17,12719.16
9/11/2021,18,13609.16
9/11/2021,19,13984.35
9/11/2021,20,14081.39
9/11/2021,21,13691.51
9/11/2021,22,13007.07
9/11/2021,23,12183.79
9/11/2021,24,11378.21
9/12/2021,1,10837.97
9/12/2021,2,10705.13
9/12/2021,3,10695.06
9/12/2021,4,10548.26
9/12/2021,5,10536.05
9/12/2021,6,10563.31
9/12/2021,7,10574.21
9/12/2021,8,10835.64
9/12/2021,9,11033.53
9/12/2021,10,11345.38
9/12/2021,11,11555.62
9/12/2021,12,11807.75
9/12/2021,13,12218.91
9/12/2021,14,12812.22
9/12/2021,15,13658.68
9/12/2021,16,14569.57
9/12/2021,17,15482.76
9/12/2021,18,16276.26
9/12/2021,19,16512.7
9/12/2021,20,16689.03
9/12/2021,21,16287.76
9/12/2021,22,15369.12
9/12/2021,23,14168.97
9/12/2021,24,13143.77
9/13/2021,1,12598.84
9/13/2021,2,12338.82
9/13/2021,3,12314.95
9/13/2021,4,12199.64
9/13/2021,5,12370.24
9/13/2021,6,12422
9/13/2021,7,13680.93
9/13/2021,8,14482.41
9/13/2021,9,14608.16
9/13/2021,10,14380.8
9/13/2021,11,14219.97
9/13/2021,12,14237.34
9/13/2021,13,14442.95
9/13/2021,14,14827.98
9/13/2021,15,15278.21
9/13/2021,16,15919.95
9/13/2021,17,16715.81
9/13/2021,18,17418.3
9/13/2021,19,17377.14
9/13/2021,20,17129.77
9/13/2021,21,16260.48
9/13/2021,22,15004.75
9/13/2021,23,13612.68
9/13/2021,24,12599.6
9/14/2021,1,11783.21
9/14/2021,2,11488.69
9/14/2021,3,11355.04
9/14/2021,4,11207.81
9/14/2021,5,11312.9
9/14/2021,6,11712.13
9/14/2021,7,12452
9/14/2021,8,13076.64
9/14/2021,9,13052.83
9/14/2021,10,12813.5
9/14/2021,11,12723.55
9/14/2021,12,13162.1
9/14/2021,13,13564.34
9/14/2021,14,14062.92
9/14/2021,15,14233.05
9/14/2021,16,15179.96
9/14/2021,17,15541.16
9/14/2021,18,15867.06
9/14/2021,19,16022.19
9/14/2021,20,16176.08
9/14/2021,21,15571.1
9/14/2021,22,14611.11
9/14/2021,23,13825.8
9/14/2021,24,12937.88
9/15/2021,1,12883.34
9/15/2021,2,12738.61
9/15/2021,3,12460.72
9/15/2021,4,12158.31
9/15/2021,5,12531.36
9/15/2021,6,13320.51
9/15/2021,7,13952.92
9/15/2021,8,14756.56
9/15/2021,9,15334.34
9/15/2021,10,15683.19
9/15/2021,11,15953.71
9/15/2021,12,16224.71
9/15/2021,13,16705.07
9/15/2021,14,17530.36
9/15/2021,15,18304.92
9/15/2021,16,18955.93
9/15/2021,17,19435.31
9/15/2021,18,19709.37
9/15/2021,19,19420.3
9/15/2021,20,19171.17
9/15/2021,21,18268.99
9/15/2021,22,16987.93
9/15/2021,23,15567.8
9/15/2021,24,14200.16
9/16/2021,1,13503.78
9/16/2021,2,13305.86
9/16/2021,3,13206.86
9/16/2021,4,12954.52
9/16/2021,5,13016.37
9/16/2021,6,13061.08
9/16/2021,7,13757.06
9/16/2021,8,14592.74
9/16/2021,9,14931.64
9/16/2021,10,14905.04
9/16/2021,11,14789.95
9/16/2021,12,14835.01
9/16/2021,13,14963.94
9/16/2021,14,15078.92
9/16/2021,15,15111.57
9/16/2021,16,15325.22
9/16/2021,17,15604.54
9/16/2021,18,15923.18
9/16/2021,19,16056.74
9/16/2021,20,16118.15
9/16/2021,21,15547.89
9/16/2021,22,14639.14
9/16/2021,23,13517.57
9/16/2021,24,12418.14
9/17/2021,1,11610.58
9/17/2021,2,11309.9
9/17/2021,3,11235.64
9/17/2021,4,11404.23
9/17/2021,5,11597.76
9/17/2021,6,11888.73
9/17/2021,7,12814.07
9/17/2021,8,13785.57
9/17/2021,9,14260.51
9/17/2021,10,14490.18
9/17/2021,11,14617.25
9/17/2021,12,14648.38
9/17/2021,13,14632.52
9/17/2021,14,14753.98
9/17/2021,15,14794.06
9/17/2021,16,14893.37
9/17/2021,17,15124.76
9/17/2021,18,15355.96
9/17/2021,19,15363.51
9/17/2021,20,15328.02
9/17/2021,21,14799.47
9/17/2021,22,14071.34
9/17/2021,23,13258.06
9/17/2021,24,12479.16
9/18/2021,1,11758.6
9/18/2021,2,11232.66
9/18/2021,3,11136.46
9/18/2021,4,10999.4
9/18/2021,5,10981.09
9/18/2021,6,11239.03
9/18/2021,7,11534.62
9/18/2021,8,12011.91
9/18/2021,9,12482.2
9/18/2021,10,12864.2
9/18/2021,11,12971.17
9/18/2021,12,12901.45
9/18/2021,13,13043.01
9/18/2021,14,13276.76
9/18/2021,15,13564.1
9/18/2021,16,14222.99
9/18/2021,17,15060.35
9/18/2021,18,15851.72
9/18/2021,19,15989.36
9/18/2021,20,15868.54
9/18/2021,21,15292.13
9/18/2021,22,14514.59
9/18/2021,23,13594.47
9/18/2021,24,12658.07
9/19/2021,1,11839.97
9/19/2021,2,11228.34
9/19/2021,3,11017.73
9/19/2021,4,11129.09
9/19/2021,5,11282.43
9/19/2021,6,11317.48
9/19/2021,7,11190.02
9/19/2021,8,11184.08
9/19/2021,9,11215.04
9/19/2021,10,11084.15
9/19/2021,11,11081.25
9/19/2021,12,11165.43
9/19/2021,13,11416.98
9/19/2021,14,11390.3
9/19/2021,15,11493.76
9/19/2021,16,12193.91
9/19/2021,17,13041.64
9/19/2021,18,14154.69
9/19/2021,19,14511.71
9/19/2021,20,14497.74
9/19/2021,21,13910.22
9/19/2021,22,12918.23
9/19/2021,23,11853.66
9/19/2021,24,10881.05
9/20/2021,1,10173.35
9/20/2021,2,9928.37
9/20/2021,3,9960.59
9/20/2021,4,10147.31
9/20/2021,5,10388.93
9/20/2021,6,10702.35
9/20/2021,7,11632.64
9/20/2021,8,12339.19
9/20/2021,9,12232.13
9/20/2021,10,11952.26
9/20/2021,11,11795.49
9/20/2021,12,11865.37
9/20/2021,13,12045.73
9/20/2021,14,12345.68
9/20/2021,15,12677.38
9/20/2021,16,13252.09
9/20/2021,17,14046.82
9/20/2021,18,14922.35
9/20/2021,19,15176.99
9/20/2021,20,15136.62
9/20/2021,21,14350.42
9/20/2021,22,13328.5
9/20/2021,23,12164.99
9/20/2021,24,11151.5
9/21/2021,1,10636.75
9/21/2021,2,10440.38
9/21/2021,3,10634.47
9/21/2021,4,10625.42
9/21/2021,5,10538.41
9/21/2021,6,10817.74
9/21/2021,7,11695.97
9/21/2021,8,12392.76
9/21/2021,9,12337.06
9/21/2021,10,12045.44
9/21/2021,11,11938.22
9/21/2021,12,12345.36
9/21/2021,13,12667.97
9/21/2021,14,12935.92
9/21/2021,15,13228.88
9/21/2021,16,13594.77
