Date,HE,MWh,Fuel Price,Forward Reserve Threshold Price,Day of Week,Holiday
1/1/2020,1,11296,2.2,44.84,Wed,y
1/1/2020,2,10761,2.2,44.84,Wed,y
1/1/2020,3,10301,2.2,44.84,Wed,y
1/1/2020,4,10243,2.2,44.84,Wed,y
1/1/2020,5,10320,2.2,44.84,Wed,y
1/1/2020,6,10686,2.2,44.84,Wed,y
1/1/2020,7,11112,2.2,44.84,Wed,y
1/1/2020,8,11499,2.2,44.84,Wed,y
1/1/2020,9,11962,2.2,44.84,Wed,y
1/1/2020,10,12234,2.2,44.84,Wed,y
1/1/2020,11,12261,2.2,44.84,Wed,y
1/1/2020,12,12308,2.2,44.84,Wed,y
1/1/2020,13,12213,2.2,44.84,Wed,y
1/1/2020,14,12321,2.2,44.84,Wed,y
1/1/2020,15,12474,2.2,44.84,Wed,y
1/1/2020,16,12665,2.2,44.84,Wed,y
1/1/2020,17,13854,2.2,44.84,Wed,y
1/1/2020,18,14549,2.2,44.84,Wed,y
1/1/2020,19,14327,2.2,44.84,Wed,y
1/1/2020,20,14023,2.2,44.84,Wed,y
1/1/2020,21,13720,2.2,44.84,Wed,y
1/1/2020,22,12732,2.2,44.84,Wed,y
1/1/2020,23,11969,2.2,44.84,Wed,y
1/1/2020,24,11121,2.2,44.84,Wed,y
1/2/2020,1,11277,2.2,44.84,Thu,n
1/2/2020,2,11113,2.2,44.84,Thu,n
1/2/2020,3,11005,2.2,44.84,Thu,n
1/2/2020,4,11170,2.2,44.84,Thu,n
1/2/2020,5,11267,2.2,44.84,Thu,n
1/2/2020,6,11943,2.2,44.84,Thu,n
1/2/2020,7,13388,2.2,44.84,Thu,n
1/2/2020,8,14380,2.2,44.84,Thu,n
1/2/2020,9,14457,2.2,44.84,Thu,n
1/2/2020,10,14117,2.2,44.84,Thu,n
1/2/2020,11,13873,2.2,44.84,Thu,n
1/2/2020,12,13690,2.2,44.84,Thu,n
1/2/2020,13,13539,2.2,44.84,Thu,n
1/2/2020,14,13490,2.2,44.84,Thu,n
1/2/2020,15,13679,2.2,44.84,Thu,n
1/2/2020,16,14107,2.2,44.84,Thu,n
1/2/2020,17,15492,2.2,44.84,Thu,n
1/2/2020,18,16329,2.2,44.84,Thu,n
1/2/2020,19,16038,2.2,44.84,Thu,n
1/2/2020,20,15658,2.2,44.84,Thu,n
1/2/2020,21,14949,2.2,44.84,Thu,n
1/2/2020,22,13989,2.2,44.84,Thu,n
1/2/2020,23,12877,2.2,44.84,Thu,n
1/2/2020,24,11869,2.2,44.84,Thu,n
1/3/2020,1,11655,2.06,41.98,Fri,n
1/3/2020,2,11457,2.06,41.98,Fri,n
1/3/2020,3,11245,2.06,41.98,Fri,n
1/3/2020,4,11310,2.06,41.98,Fri,n
1/3/2020,5,11583,2.06,41.98,Fri,n
1/3/2020,6,12037,2.06,41.98,Fri,n
1/3/2020,7,13313,2.06,41.98,Fri,n
1/3/2020,8,14456,2.06,41.98,Fri,n
1/3/2020,9,14784,2.06,41.98,Fri,n
1/3/2020,10,14839,2.06,41.98,Fri,n
1/3/2020,11,14898,2.06,41.98,Fri,n
1/3/2020,12,14810,2.06,41.98,Fri,n
1/3/2020,13,14817,2.06,41.98,Fri,n
1/3/2020,14,14601,2.06,41.98,Fri,n
1/3/2020,15,14521,2.06,41.98,Fri,n
1/3/2020,16,14754,2.06,41.98,Fri,n
1/3/2020,17,15373,2.06,41.98,Fri,n
1/3/2020,18,16209,2.06,41.98,Fri,n
1/3/2020,19,15674,2.06,41.98,Fri,n
1/3/2020,20,14955,2.06,41.98,Fri,n
1/3/2020,21,14234,2.06,41.98,Fri,n
1/3/2020,22,13381,2.06,41.98,Fri,n
1/3/2020,23,12208,2.06,41.98,Fri,n
1/3/2020,24,11407,2.06,41.98,Fri,n
1/4/2020,1,10461,2.26,46.06,Sat,n
1/4/2020,2,10333,2.26,46.06,Sat,n
1/4/2020,3,10218,2.26,46.06,Sat,n
1/4/2020,4,10177,2.26,46.06,Sat,n
1/4/2020,5,10279,2.26,46.06,Sat,n
1/4/2020,6,10654,2.26,46.06,Sat,n
1/4/2020,7,10997,2.26,46.06,Sat,n
1/4/2020,8,11815,2.26,46.06,Sat,n
1/4/2020,9,12658,2.26,46.06,Sat,n
1/4/2020,10,13256,2.26,46.06,Sat,n
1/4/2020,11,13486,2.26,46.06,Sat,n
1/4/2020,12,13548,2.26,46.06,Sat,n
1/4/2020,13,13456,2.26,46.06,Sat,n
1/4/2020,14,13271,2.26,46.06,Sat,n
1/4/2020,15,13196,2.26,46.06,Sat,n
1/4/2020,16,13391,2.26,46.06,Sat,n
1/4/2020,17,14141,2.26,46.06,Sat,n
1/4/2020,18,14827,2.26,46.06,Sat,n
1/4/2020,19,14366,2.26,46.06,Sat,n
1/4/2020,20,13891,2.26,46.06,Sat,n
1/4/2020,21,13461,2.26,46.06,Sat,n
1/4/2020,22,12903,2.26,46.06,Sat,n
1/4/2020,23,11891,2.26,46.06,Sat,n
1/4/2020,24,11063,2.26,46.06,Sat,n
1/5/2020,1,10673,2.26,46.06,Sun,n
1/5/2020,2,10231,2.26,46.06,Sun,n
1/5/2020,3,10312,2.26,46.06,Sun,n
1/5/2020,4,10200,2.26,46.06,Sun,n
1/5/2020,5,10412,2.26,46.06,Sun,n
1/5/2020,6,10643,2.26,46.06,Sun,n
1/5/2020,7,11129,2.26,46.06,Sun,n
1/5/2020,8,11588,2.26,46.06,Sun,n
1/5/2020,9,12158,2.26,46.06,Sun,n
1/5/2020,10,12548,2.26,46.06,Sun,n
1/5/2020,11,12295,2.26,46.06,Sun,n
1/5/2020,12,12198,2.26,46.06,Sun,n
1/5/2020,13,12309,2.26,46.06,Sun,n
1/5/2020,14,12265,2.26,46.06,Sun,n
1/5/2020,15,12443,2.26,46.06,Sun,n
1/5/2020,16,13195,2.26,46.06,Sun,n
1/5/2020,17,14403,2.26,46.06,Sun,n
1/5/2020,18,15398,2.26,46.06,Sun,n
1/5/2020,19,15013,2.26,46.06,Sun,n
1/5/2020,20,14674,2.26,46.06,Sun,n
1/5/2020,21,14249,2.26,46.06,Sun,n
1/5/2020,22,13389,2.26,46.06,Sun,n
1/5/2020,23,12494,2.26,46.06,Sun,n
1/5/2020,24,11624,2.26,46.06,Sun,n
1/6/2020,1,11810,2.26,46.06,Mon,n
1/6/2020,2,11740,2.26,46.06,Mon,n
1/6/2020,3,11747,2.26,46.06,Mon,n
1/6/2020,4,11726,2.26,46.06,Mon,n
1/6/2020,5,11789,2.26,46.06,Mon,n
1/6/2020,6,12556,2.26,46.06,Mon,n
1/6/2020,7,14207,2.26,46.06,Mon,n
1/6/2020,8,15238,2.26,46.06,Mon,n
1/6/2020,9,15407,2.26,46.06,Mon,n
1/6/2020,10,15472,2.26,46.06,Mon,n
1/6/2020,11,15000,2.26,46.06,Mon,n
1/6/2020,12,14954,2.26,46.06,Mon,n
1/6/2020,13,14893,2.26,46.06,Mon,n
1/6/2020,14,14849,2.26,46.06,Mon,n
1/6/2020,15,14822,2.26,46.06,Mon,n
1/6/2020,16,14989,2.26,46.06,Mon,n
1/6/2020,17,15953,2.26,46.06,Mon,n
1/6/2020,18,16751,2.26,46.06,Mon,n
1/6/2020,19,16468,2.26,46.06,Mon,n
1/6/2020,20,16134,2.26,46.06,Mon,n
1/6/2020,21,15656,2.26,46.06,Mon,n
1/6/2020,22,14653,2.26,46.06,Mon,n
1/6/2020,23,13171,2.26,46.06,Mon,n
1/6/2020,24,12262,2.26,46.06,Mon,n
1/7/2020,1,11977,2.43,49.53,Tue,n
1/7/2020,2,11896,2.43,49.53,Tue,n
1/7/2020,3,11705,2.43,49.53,Tue,n
1/7/2020,4,11696,2.43,49.53,Tue,n
1/7/2020,5,12069,2.43,49.53,Tue,n
1/7/2020,6,12937,2.43,49.53,Tue,n
1/7/2020,7,14199,2.43,49.53,Tue,n
1/7/2020,8,15119,2.43,49.53,Tue,n
1/7/2020,9,15122,2.43,49.53,Tue,n
1/7/2020,10,14860,2.43,49.53,Tue,n
1/7/2020,11,14660,2.43,49.53,Tue,n
1/7/2020,12,14735,2.43,49.53,Tue,n
1/7/2020,13,14730,2.43,49.53,Tue,n
1/7/2020,14,14667,2.43,49.53,Tue,n
1/7/2020,15,14848,2.43,49.53,Tue,n
1/7/2020,16,15296,2.43,49.53,Tue,n
1/7/2020,17,16293,2.43,49.53,Tue,n
1/7/2020,18,17301,2.43,49.53,Tue,n
1/7/2020,19,16892,2.43,49.53,Tue,n
1/7/2020,20,16323,2.43,49.53,Tue,n
1/7/2020,21,15696,2.43,49.53,Tue,n
1/7/2020,22,14645,2.43,49.53,Tue,n
1/7/2020,23,13449,2.43,49.53,Tue,n
1/7/2020,24,12364,2.43,49.53,Tue,n
1/8/2020,1,11824,3.08,62.77,Wed,n
1/8/2020,2,11705,3.08,62.77,Wed,n
1/8/2020,3,11506,3.08,62.77,Wed,n
1/8/2020,4,11293,3.08,62.77,Wed,n
1/8/2020,5,11557,3.08,62.77,Wed,n
1/8/2020,6,12374,3.08,62.77,Wed,n
1/8/2020,7,14158,3.08,62.77,Wed,n
1/8/2020,8,14997,3.08,62.77,Wed,n
1/8/2020,9,14802,3.08,62.77,Wed,n
1/8/2020,10,14675,3.08,62.77,Wed,n
1/8/2020,11,14441,3.08,62.77,Wed,n
1/8/2020,12,14257,3.08,62.77,Wed,n
1/8/2020,13,13974,3.08,62.77,Wed,n
1/8/2020,14,14124,3.08,62.77,Wed,n
1/8/2020,15,14230,3.08,62.77,Wed,n
1/8/2020,16,14520,3.08,62.77,Wed,n
1/8/2020,17,15476,3.08,62.77,Wed,n
1/8/2020,18,16736,3.08,62.77,Wed,n
1/8/2020,19,16623,3.08,62.77,Wed,n
1/8/2020,20,15978,3.08,62.77,Wed,n
1/8/2020,21,15401,3.08,62.77,Wed,n
1/8/2020,22,14451,3.08,62.77,Wed,n
1/8/2020,23,13141,3.08,62.77,Wed,n
1/8/2020,24,12117,3.08,62.77,Wed,n
1/9/2020,1,11847,2.44,49.73,Thu,n
1/9/2020,2,11558,2.44,49.73,Thu,n
1/9/2020,3,11452,2.44,49.73,Thu,n
1/9/2020,4,11582,2.44,49.73,Thu,n
1/9/2020,5,11936,2.44,49.73,Thu,n
1/9/2020,6,13195,2.44,49.73,Thu,n
1/9/2020,7,15233,2.44,49.73,Thu,n
1/9/2020,8,16062,2.44,49.73,Thu,n
1/9/2020,9,15772,2.44,49.73,Thu,n
1/9/2020,10,15415,2.44,49.73,Thu,n
1/9/2020,11,15000,2.44,49.73,Thu,n
1/9/2020,12,14760,2.44,49.73,Thu,n
1/9/2020,13,14545,2.44,49.73,Thu,n
1/9/2020,14,14604,2.44,49.73,Thu,n
1/9/2020,15,14819,2.44,49.73,Thu,n
1/9/2020,16,15269,2.44,49.73,Thu,n
1/9/2020,17,16253,2.44,49.73,Thu,n
1/9/2020,18,17317,2.44,49.73,Thu,n
1/9/2020,19,17178,2.44,49.73,Thu,n
1/9/2020,20,16850,2.44,49.73,Thu,n
1/9/2020,21,16246,2.44,49.73,Thu,n
1/9/2020,22,15343,2.44,49.73,Thu,n
1/9/2020,23,13877,2.44,49.73,Thu,n
1/9/2020,24,12744,2.44,49.73,Thu,n
1/10/2020,1,11868,1.88,38.32,Fri,n
1/10/2020,2,11422,1.88,38.32,Fri,n
1/10/2020,3,11155,1.88,38.32,Fri,n
1/10/2020,4,11360,1.88,38.32,Fri,n
1/10/2020,5,11430,1.88,38.32,Fri,n
1/10/2020,6,12327,1.88,38.32,Fri,n
1/10/2020,7,13761,1.88,38.32,Fri,n
1/10/2020,8,14841,1.88,38.32,Fri,n
1/10/2020,9,14766,1.88,38.32,Fri,n
1/10/2020,10,14351,1.88,38.32,Fri,n
1/10/2020,11,14138,1.88,38.32,Fri,n
1/10/2020,12,13863,1.88,38.32,Fri,n
1/10/2020,13,13631,1.88,38.32,Fri,n
1/10/2020,14,13609,1.88,38.32,Fri,n
1/10/2020,15,13642,1.88,38.32,Fri,n
1/10/2020,16,13874,1.88,38.32,Fri,n
1/10/2020,17,14510,1.88,38.32,Fri,n
1/10/2020,18,15073,1.88,38.32,Fri,n
1/10/2020,19,14979,1.88,38.32,Fri,n
1/10/2020,20,14473,1.88,38.32,Fri,n
1/10/2020,21,13855,1.88,38.32,Fri,n
1/10/2020,22,12985,1.88,38.32,Fri,n
1/10/2020,23,12019,1.88,38.32,Fri,n
1/10/2020,24,11288,1.88,38.32,Fri,n
1/11/2020,1,10891,1.86,37.91,Sat,n
1/11/2020,2,10868,1.86,37.91,Sat,n
1/11/2020,3,10577,1.86,37.91,Sat,n
1/11/2020,4,10684,1.86,37.91,Sat,n
1/11/2020,5,10522,1.86,37.91,Sat,n
1/11/2020,6,10650,1.86,37.91,Sat,n
1/11/2020,7,10948,1.86,37.91,Sat,n
1/11/2020,8,11526,1.86,37.91,Sat,n
1/11/2020,9,12105,1.86,37.91,Sat,n
1/11/2020,10,12356,1.86,37.91,Sat,n
1/11/2020,11,12455,1.86,37.91,Sat,n
1/11/2020,12,12494,1.86,37.91,Sat,n
1/11/2020,13,12367,1.86,37.91,Sat,n
1/11/2020,14,12169,1.86,37.91,Sat,n
1/11/2020,15,12102,1.86,37.91,Sat,n
1/11/2020,16,12474,1.86,37.91,Sat,n
1/11/2020,17,13129,1.86,37.91,Sat,n
1/11/2020,18,13628,1.86,37.91,Sat,n
1/11/2020,19,13268,1.86,37.91,Sat,n
1/11/2020,20,12876,1.86,37.91,Sat,n
1/11/2020,21,12531,1.86,37.91,Sat,n
1/11/2020,22,11820,1.86,37.91,Sat,n
1/11/2020,23,11116,1.86,37.91,Sat,n
1/11/2020,24,10209,1.86,37.91,Sat,n
1/12/2020,1,9570,1.86,37.91,Sun,n
1/12/2020,2,9486,1.86,37.91,Sun,n
1/12/2020,3,9428,1.86,37.91,Sun,n
1/12/2020,4,9402,1.86,37.91,Sun,n
1/12/2020,5,9446,1.86,37.91,Sun,n
1/12/2020,6,9757,1.86,37.91,Sun,n
1/12/2020,7,10011,1.86,37.91,Sun,n
1/12/2020,8,10123,1.86,37.91,Sun,n
1/12/2020,9,10755,1.86,37.91,Sun,n
1/12/2020,10,11305,1.86,37.91,Sun,n
1/12/2020,11,11474,1.86,37.91,Sun,n
1/12/2020,12,11312,1.86,37.91,Sun,n
1/12/2020,13,11217,1.86,37.91,Sun,n
1/12/2020,14,11123,1.86,37.91,Sun,n
1/12/2020,15,11247,1.86,37.91,Sun,n
1/12/2020,16,11566,1.86,37.91,Sun,n
1/12/2020,17,12478,1.86,37.91,Sun,n
1/12/2020,18,13759,1.86,37.91,Sun,n
1/12/2020,19,13770,1.86,37.91,Sun,n
1/12/2020,20,13302,1.86,37.91,Sun,n
1/12/2020,21,12906,1.86,37.91,Sun,n
1/12/2020,22,12212,1.86,37.91,Sun,n
1/12/2020,23,11339,1.86,37.91,Sun,n
1/12/2020,24,10536,1.86,37.91,Sun,n
1/13/2020,1,10593,1.86,37.91,Mon,n
1/13/2020,2,10320,1.86,37.91,Mon,n
1/13/2020,3,10289,1.86,37.91,Mon,n
1/13/2020,4,10371,1.86,37.91,Mon,n
1/13/2020,5,10723,1.86,37.91,Mon,n
1/13/2020,6,11629,1.86,37.91,Mon,n
1/13/2020,7,13575,1.86,37.91,Mon,n
1/13/2020,8,14608,1.86,37.91,Mon,n
1/13/2020,9,14645,1.86,37.91,Mon,n
1/13/2020,10,14494,1.86,37.91,Mon,n
1/13/2020,11,14274,1.86,37.91,Mon,n
1/13/2020,12,14127,1.86,37.91,Mon,n
1/13/2020,13,13894,1.86,37.91,Mon,n
1/13/2020,14,14023,1.86,37.91,Mon,n
1/13/2020,15,14148,1.86,37.91,Mon,n
1/13/2020,16,14402,1.86,37.91,Mon,n
1/13/2020,17,15281,1.86,37.91,Mon,n
1/13/2020,18,16067,1.86,37.91,Mon,n
1/13/2020,19,15662,1.86,37.91,Mon,n
1/13/2020,20,15457,1.86,37.91,Mon,n
1/13/2020,21,14643,1.86,37.91,Mon,n
1/13/2020,22,13625,1.86,37.91,Mon,n
1/13/2020,23,12421,1.86,37.91,Mon,n
1/13/2020,24,11325,1.86,37.91,Mon,n
1/14/2020,1,10952,2.27,46.26,Tue,n
1/14/2020,2,10593,2.27,46.26,Tue,n
1/14/2020,3,10781,2.27,46.26,Tue,n
1/14/2020,4,10598,2.27,46.26,Tue,n
1/14/2020,5,10951,2.27,46.26,Tue,n
1/14/2020,6,12049,2.27,46.26,Tue,n
1/14/2020,7,13598,2.27,46.26,Tue,n
1/14/2020,8,14754,2.27,46.26,Tue,n
1/14/2020,9,14587,2.27,46.26,Tue,n
1/14/2020,10,14216,2.27,46.26,Tue,n
1/14/2020,11,14234,2.27,46.26,Tue,n
1/14/2020,12,13872,2.27,46.26,Tue,n
1/14/2020,13,13711,2.27,46.26,Tue,n
1/14/2020,14,13760,2.27,46.26,Tue,n
1/14/2020,15,14047,2.27,46.26,Tue,n
1/14/2020,16,14362,2.27,46.26,Tue,n
1/14/2020,17,15294,2.27,46.26,Tue,n
1/14/2020,18,16226,2.27,46.26,Tue,n
1/14/2020,19,15729,2.27,46.26,Tue,n
1/14/2020,20,15167,2.27,46.26,Tue,n
1/14/2020,21,14648,2.27,46.26,Tue,n
1/14/2020,22,13485,2.27,46.26,Tue,n
1/14/2020,23,12145,2.27,46.26,Tue,n
1/14/2020,24,11093,2.27,46.26,Tue,n
1/15/2020,1,11133,2.17,44.23,Wed,n
1/15/2020,2,11035,2.17,44.23,Wed,n
1/15/2020,3,10963,2.17,44.23,Wed,n
1/15/2020,4,11048,2.17,44.23,Wed,n
1/15/2020,5,11194,2.17,44.23,Wed,n
1/15/2020,6,11792,2.17,44.23,Wed,n
1/15/2020,7,13353,2.17,44.23,Wed,n
1/15/2020,8,14432,2.17,44.23,Wed,n
1/15/2020,9,14058,2.17,44.23,Wed,n
1/15/2020,10,13278,2.17,44.23,Wed,n
1/15/2020,11,13061,2.17,44.23,Wed,n
1/15/2020,12,12993,2.17,44.23,Wed,n
1/15/2020,13,13011,2.17,44.23,Wed,n
1/15/2020,14,13067,2.17,44.23,Wed,n
1/15/2020,15,13187,2.17,44.23,Wed,n
1/15/2020,16,13376,2.17,44.23,Wed,n
1/15/2020,17,14591,2.17,44.23,Wed,n
1/15/2020,18,15724,2.17,44.23,Wed,n
1/15/2020,19,15505,2.17,44.23,Wed,n
1/15/2020,20,15075,2.17,44.23,Wed,n
1/15/2020,21,14739,2.17,44.23,Wed,n
1/15/2020,22,13939,2.17,44.23,Wed,n
1/15/2020,23,13130,2.17,44.23,Wed,n
1/15/2020,24,12293,2.17,44.23,Wed,n
1/16/2020,1,11592,2.67,54.42,Thu,n
1/16/2020,2,11386,2.67,54.42,Thu,n
1/16/2020,3,11127,2.67,54.42,Thu,n
1/16/2020,4,11282,2.67,54.42,Thu,n
1/16/2020,5,11279,2.67,54.42,Thu,n
1/16/2020,6,11757,2.67,54.42,Thu,n
1/16/2020,7,13623,2.67,54.42,Thu,n
1/16/2020,8,14901,2.67,54.42,Thu,n
1/16/2020,9,14326,2.67,54.42,Thu,n
1/16/2020,10,14233,2.67,54.42,Thu,n
1/16/2020,11,13892,2.67,54.42,Thu,n
1/16/2020,12,13745,2.67,54.42,Thu,n
1/16/2020,13,13470,2.67,54.42,Thu,n
1/16/2020,14,13476,2.67,54.42,Thu,n
1/16/2020,15,13561,2.67,54.42,Thu,n
1/16/2020,16,14048,2.67,54.42,Thu,n
1/16/2020,17,15172,2.67,54.42,Thu,n
1/16/2020,18,16067,2.67,54.42,Thu,n
1/16/2020,19,15923,2.67,54.42,Thu,n
1/16/2020,20,15691,2.67,54.42,Thu,n
1/16/2020,21,15294,2.67,54.42,Thu,n
1/16/2020,22,14425,2.67,54.42,Thu,n
1/16/2020,23,13146,2.67,54.42,Thu,n
1/16/2020,24,12122,2.67,54.42,Thu,n
1/17/2020,1,12355,7,142.67,Fri,n
1/17/2020,2,12100,7,142.67,Fri,n
1/17/2020,3,12044,7,142.67,Fri,n
1/17/2020,4,12122,7,142.67,Fri,n
1/17/2020,5,12449,7,142.67,Fri,n
1/17/2020,6,13293,7,142.67,Fri,n
1/17/2020,7,15461,7,142.67,Fri,n
1/17/2020,8,16557,7,142.67,Fri,n
1/17/2020,9,16303,7,142.67,Fri,n
1/17/2020,10,16002,7,142.67,Fri,n
1/17/2020,11,15663,7,142.67,Fri,n
1/17/2020,12,15288,7,142.67,Fri,n
1/17/2020,13,14894,7,142.67,Fri,n
1/17/2020,14,14891,7,142.67,Fri,n
1/17/2020,15,14951,7,142.67,Fri,n
1/17/2020,16,15493,7,142.67,Fri,n
1/17/2020,17,16907,7,142.67,Fri,n
1/17/2020,18,18120,7,142.67,Fri,n
1/17/2020,19,17950,7,142.67,Fri,n
1/17/2020,20,17622,7,142.67,Fri,n
1/17/2020,21,16885,7,142.67,Fri,n
1/17/2020,22,15982,7,142.67,Fri,n
1/17/2020,23,14692,7,142.67,Fri,n
1/17/2020,24,13654,7,142.67,Fri,n
1/18/2020,1,12938,4.77,97.22,Sat,n
1/18/2020,2,12604,4.77,97.22,Sat,n
1/18/2020,3,12390,4.77,97.22,Sat,n
1/18/2020,4,12295,4.77,97.22,Sat,n
1/18/2020,5,12399,4.77,97.22,Sat,n
1/18/2020,6,12827,4.77,97.22,Sat,n
1/18/2020,7,13613,4.77,97.22,Sat,n
1/18/2020,8,14431,4.77,97.22,Sat,n
1/18/2020,9,15183,4.77,97.22,Sat,n
1/18/2020,10,15362,4.77,97.22,Sat,n
1/18/2020,11,15115,4.77,97.22,Sat,n
1/18/2020,12,15049,4.77,97.22,Sat,n
1/18/2020,13,14474,4.77,97.22,Sat,n
1/18/2020,14,14413,4.77,97.22,Sat,n
1/18/2020,15,14488,4.77,97.22,Sat,n
1/18/2020,16,14806,4.77,97.22,Sat,n
1/18/2020,17,15496,4.77,97.22,Sat,n
1/18/2020,18,16312,4.77,97.22,Sat,n
1/18/2020,19,15433,4.77,97.22,Sat,n
1/18/2020,20,14885,4.77,97.22,Sat,n
1/18/2020,21,14168,4.77,97.22,Sat,n
1/18/2020,22,13418,4.77,97.22,Sat,n
1/18/2020,23,12683,4.77,97.22,Sat,n
1/18/2020,24,11594,4.77,97.22,Sat,n
1/19/2020,1,10975,4.77,97.22,Sun,n
1/19/2020,2,10738,4.77,97.22,Sun,n
1/19/2020,3,10603,4.77,97.22,Sun,n
1/19/2020,4,10528,4.77,97.22,Sun,n
1/19/2020,5,10666,4.77,97.22,Sun,n
1/19/2020,6,10930,4.77,97.22,Sun,n
1/19/2020,7,11412,4.77,97.22,Sun,n
1/19/2020,8,11780,4.77,97.22,Sun,n
1/19/2020,9,12401,4.77,97.22,Sun,n
1/19/2020,10,12662,4.77,97.22,Sun,n
1/19/2020,11,12488,4.77,97.22,Sun,n
1/19/2020,12,12511,4.77,97.22,Sun,n
1/19/2020,13,12442,4.77,97.22,Sun,n
1/19/2020,14,12448,4.77,97.22,Sun,n
1/19/2020,15,12713,4.77,97.22,Sun,n
1/19/2020,16,13082,4.77,97.22,Sun,n
1/19/2020,17,14022,4.77,97.22,Sun,n
1/19/2020,18,15287,4.77,97.22,Sun,n
1/19/2020,19,15109,4.77,97.22,Sun,n
1/19/2020,20,14678,4.77,97.22,Sun,n
1/19/2020,21,14228,4.77,97.22,Sun,n
1/19/2020,22,13488,4.77,97.22,Sun,n
1/19/2020,23,12537,4.77,97.22,Sun,n
1/19/2020,24,11760,4.77,97.22,Sun,n
1/20/2020,1,12140,4.77,97.22,Mon,y
1/20/2020,2,12072,4.77,97.22,Mon,y
1/20/2020,3,12195,4.77,97.22,Mon,y
1/20/2020,4,12123,4.77,97.22,Mon,y
1/20/2020,5,12182,4.77,97.22,Mon,y
1/20/2020,6,12543,4.77,97.22,Mon,y
1/20/2020,7,14265,4.77,97.22,Mon,y
1/20/2020,8,15555,4.77,97.22,Mon,y
1/20/2020,9,15562,4.77,97.22,Mon,y
1/20/2020,10,15684,4.77,97.22,Mon,y
1/20/2020,11,15241,4.77,97.22,Mon,y
1/20/2020,12,15061,4.77,97.22,Mon,y
1/20/2020,13,14919,4.77,97.22,Mon,y
1/20/2020,14,14767,4.77,97.22,Mon,y
1/20/2020,15,15030,4.77,97.22,Mon,y
1/20/2020,16,15383,4.77,97.22,Mon,y
1/20/2020,17,16547,4.77,97.22,Mon,y
1/20/2020,18,17451,4.77,97.22,Mon,y
1/20/2020,19,17291,4.77,97.22,Mon,y
1/20/2020,20,16935,4.77,97.22,Mon,y
1/20/2020,21,16052,4.77,97.22,Mon,y
1/20/2020,22,15151,4.77,97.22,Mon,y
1/20/2020,23,13823,4.77,97.22,Mon,y
1/20/2020,24,12752,4.77,97.22,Mon,y
1/21/2020,1,12693,4.77,97.22,Tue,n
1/21/2020,2,12536,4.77,97.22,Tue,n
1/21/2020,3,12320,4.77,97.22,Tue,n
1/21/2020,4,12532,4.77,97.22,Tue,n
1/21/2020,5,12848,4.77,97.22,Tue,n
1/21/2020,6,13901,4.77,97.22,Tue,n
1/21/2020,7,16195,4.77,97.22,Tue,n
1/21/2020,8,17044,4.77,97.22,Tue,n
1/21/2020,9,16935,4.77,97.22,Tue,n
1/21/2020,10,16344,4.77,97.22,Tue,n
1/21/2020,11,15765,4.77,97.22,Tue,n
1/21/2020,12,15338,4.77,97.22,Tue,n
1/21/2020,13,15007,4.77,97.22,Tue,n
1/21/2020,14,14969,4.77,97.22,Tue,n
1/21/2020,15,15184,4.77,97.22,Tue,n
1/21/2020,16,15661,4.77,97.22,Tue,n
1/21/2020,17,16711,4.77,97.22,Tue,n
1/21/2020,18,18158,4.77,97.22,Tue,n
1/21/2020,19,17928,4.77,97.22,Tue,n
1/21/2020,20,17491,4.77,97.22,Tue,n
1/21/2020,21,16585,4.77,97.22,Tue,n
1/21/2020,22,15567,4.77,97.22,Tue,n
1/21/2020,23,14326,4.77,97.22,Tue,n
1/21/2020,24,13235,4.77,97.22,Tue,n
1/22/2020,1,12711,2.29,46.67,Wed,n
1/22/2020,2,12368,2.29,46.67,Wed,n
1/22/2020,3,12224,2.29,46.67,Wed,n
1/22/2020,4,12253,2.29,46.67,Wed,n
1/22/2020,5,12599,2.29,46.67,Wed,n
1/22/2020,6,13708,2.29,46.67,Wed,n
1/22/2020,7,15684,2.29,46.67,Wed,n
1/22/2020,8,16656,2.29,46.67,Wed,n
1/22/2020,9,16276,2.29,46.67,Wed,n
1/22/2020,10,15424,2.29,46.67,Wed,n
1/22/2020,11,14803,2.29,46.67,Wed,n
1/22/2020,12,14232,2.29,46.67,Wed,n
1/22/2020,13,14199,2.29,46.67,Wed,n
1/22/2020,14,14257,2.29,46.67,Wed,n
1/22/2020,15,14430,2.29,46.67,Wed,n
1/22/2020,16,14702,2.29,46.67,Wed,n
1/22/2020,17,15584,2.29,46.67,Wed,n
1/22/2020,18,17048,2.29,46.67,Wed,n
1/22/2020,19,16847,2.29,46.67,Wed,n
1/22/2020,20,16384,2.29,46.67,Wed,n
1/22/2020,21,15795,2.29,46.67,Wed,n
1/22/2020,22,14903,2.29,46.67,Wed,n
1/22/2020,23,13586,2.29,46.67,Wed,n
1/22/2020,24,12460,2.29,46.67,Wed,n
1/23/2020,1,12383,2.09,42.6,Thu,n
1/23/2020,2,12277,2.09,42.6,Thu,n
1/23/2020,3,12247,2.09,42.6,Thu,n
1/23/2020,4,12281,2.09,42.6,Thu,n
1/23/2020,5,12356,2.09,42.6,Thu,n
1/23/2020,6,13190,2.09,42.6,Thu,n
1/23/2020,7,15007,2.09,42.6,Thu,n
1/23/2020,8,16183,2.09,42.6,Thu,n
1/23/2020,9,15526,2.09,42.6,Thu,n
1/23/2020,10,14803,2.09,42.6,Thu,n
